1111365.32392, 3,  -0.179,  0.070,  6.685
1111365.39106, 3,  -0.191,  0.086,  6.764
1111365.45820, 3,  -0.188,  0.087,  6.806
1111365.52534, 3,  -0.175,  0.057,  6.816
1111365.59248, 3,  -0.185,  0.119,  6.771
1111365.65962, 3,  -0.201,  0.112,  6.751
1111365.72676, 3,  -0.191,  0.098,  6.735
1111365.79390, 3,  -0.194,  0.089,  6.770
1111365.86103, 3,  -0.181,  0.068,  6.771, 4,   0.000, -0.001, -0.000
1111366.06245, 3,  -0.216,  0.075,  6.789, 4,   0.001,  0.000, -0.001, 5,  14.833, -8.403,-97.679
1111366.12959, 3,  -0.204,  0.112,  6.782, 4,  -0.000,  0.000, -0.000, 5,  15.511, -7.104,-97.897
1111366.19673, 3,  -0.198,  0.079,  6.766, 4,  -0.001,  0.000, -0.001
1111366.26387, 3,  -0.183,  0.097,  6.835, 4,  -0.000, -0.001,  0.001, 5,  14.873, -7.733,-98.480
1111366.33100, 3,  -0.153,  0.103,  6.884, 4,  -0.001, -0.004, -0.000, 5,  14.120, -8.533,-98.193
1111366.39814, 3,  -0.171,  0.099,  6.849, 4,  -0.005, -0.010, -0.005, 5,  14.851, -7.147,-98.302
1111366.46528, 3,  -0.173,  0.109,  6.800, 4,  -0.001, -0.001, -0.002, 5,  14.558, -7.065,-98.311
1111366.53242, 3,  -0.208,  0.075,  6.796, 4,  -0.000,  0.001,  0.000
1111366.59956, 3,  -0.183,  0.048,  6.778, 4,  -0.000, -0.001, -0.001, 5,  15.042, -7.564,-98.785
1111366.66670, 3,  -0.172,  0.091,  6.825, 4,  -0.001,  0.000, -0.001, 5,  13.602, -6.418,-96.960
1111366.73384, 3,  -0.188,  0.090,  6.771, 4,  -0.001,  0.001, -0.001, 5,  14.914, -7.265,-97.012
1111366.80098, 3,  -0.163,  0.108,  6.835, 4,  -0.001,  0.000,  0.000, 5,  14.993, -8.740,-97.343
1111366.86811, 3,  -0.187,  0.082,  6.771, 4,  -0.000, -0.001, -0.001, 5,  14.357, -7.605,-96.812
1111366.93525, 3,  -0.159,  0.064,  6.776, 4,  -0.001,  0.002, -0.001, 5,  13.354, -8.289,-97.714
1111367.00239, 3,  -0.716,  0.070,  6.503, 4,  -0.002,  0.000, -0.001, 5,  13.324, -7.893,-97.928
1111367.06953, 3,  -0.262,  0.062,  6.641, 4,   0.026,  0.052, -0.015, 5,  14.670, -8.113,-98.172
1111367.13667, 3,  -0.177,  0.065,  6.737
1111367.20381, 3,  -0.182,  0.124,  6.784, 4,  -0.000,  0.001, -0.003, 5,  14.552, -7.457,-98.108
1111367.27095, 3,  -0.161,  0.043,  6.761, 4,   0.002,  0.001, -0.001, 5,  12.848, -7.695,-97.974
1111367.33808, 3,  -0.184,  0.078,  6.746, 4,   0.000, -0.001, -0.001, 5,  13.663, -6.866,-98.552
1111367.40522, 3,  -0.183,  0.109,  6.868, 4,  -0.000, -0.001,  0.000, 5,  13.704, -6.564,-97.588
1111367.47236, 3,  -0.183,  0.066,  6.813, 4,  -0.000,  0.002, -0.001, 5,  14.497, -8.330,-98.575
1111367.53950, 3,  -0.145,  0.047,  6.806, 4,  -0.001,  0.000, -0.001, 5,  13.873, -7.431,-98.317
1111367.60664, 3,  -0.156,  0.097,  6.793, 4,  -0.001, -0.003,  0.000, 5,  13.515, -6.389,-98.303
1111367.67378, 3,  -0.115,  0.072,  6.813, 4,  -0.003, -0.002, -0.001, 5,  13.553, -7.065,-97.992
1111367.74092, 3,  -0.175,  0.080,  6.844, 4,  -0.003, -0.006,  0.000, 5,  14.223, -6.976,-98.154
1111367.80806, 3,  -0.131,  0.113,  6.788, 4,  -0.002, -0.001, -0.001, 5,  14.253, -6.375,-96.913
1111367.87519, 3,  -0.196,  0.068,  6.760, 4,  -0.001, -0.002, -0.000, 5,  13.547, -7.443,-97.731
1111367.94233, 3,  -0.191,  0.074,  6.832, 4,   0.000, -0.001,  0.000, 5,  14.087, -7.584,-98.143
1111368.00947, 3,  -0.172,  0.052,  6.816, 4,  -0.004, -0.008, -0.008, 5,  15.048, -7.492,-98.143
1111368.07661, 3,  -0.147,  0.067,  6.772, 4,  -0.012, -0.021, -0.026, 5,  14.349, -7.237,-98.039
1111368.14375, 3,  -0.138,  0.056,  6.759, 4,  -0.007, -0.011, -0.014, 5,  14.886, -6.934,-97.983
1111368.41230, 3,  -0.048,  0.043,  7.640, 4,  -0.006, -0.013, -0.029, 5,  13.252, -7.663,-99.385
1111368.47944, 3,  -0.144,  0.074,  7.191, 4,  -0.042, -0.100, -0.034, 5,  14.026, -8.078,-99.672
1111368.54658, 3,  -0.196,  0.084,  6.765, 4,  -0.029, -0.068, -0.024, 5,  14.517, -7.797,-99.097
1111368.61372, 3,  -0.182,  0.088,  6.740, 4,   0.001,  0.003, -0.001, 5,  13.388, -7.129,-99.323
1111368.68086, 3,  -0.165,  0.096,  6.781, 4,  -0.001,  0.001, -0.001, 5,  13.759, -6.363,-99.770
1111368.74800, 3,  -0.199,  0.097,  6.815, 4,  -0.004,  0.000, -0.002, 5,  12.962, -7.521,-99.419
1111368.81514, 3,  -0.175,  0.060,  6.836, 4,  -0.004,  0.000, -0.001, 5,  12.346, -8.495,-100.726
1111368.88227, 3,  -0.160,  0.119,  6.830, 4,  -0.002, -0.002,  0.001, 5,  14.256, -8.063,-100.362
1111368.94941, 3,  -0.176,  0.043,  6.811, 4,   0.001,  0.001, -0.000, 5,  13.266, -7.639,-99.597
1111369.01655, 3,  -0.156,  0.098,  6.800, 4,   0.001,  0.001,  0.000, 5,  14.066, -7.431,-99.641
