1177555.38666, 3,   1.110, -0.506,-12.111
1177555.40681, 3,   0.893, -0.688,-12.407
1177555.42695, 3,   1.077, -0.563,-12.671
1177555.44709, 3,   1.105, -0.606,-13.297
1177555.46723, 3,   1.026, -0.713,-13.593
1177555.48737, 3,   0.858, -0.711,-12.348
1177555.50751, 3,   0.880, -0.606,-12.333
1177555.52765, 3,   0.867, -0.670,-12.773
1177555.54780, 3,   0.855, -0.723,-13.046
1177555.56794, 3,   0.888, -0.694,-13.290
1177555.58808, 3,   0.931, -0.674,-12.724
1177555.60822, 3,   0.966, -0.600,-12.458
1177555.62836, 3,   0.893, -0.685,-12.532
1177555.64850, 3,   0.997, -0.639,-12.649
1177555.66865, 3,   0.684, -0.799,-12.906
1177555.68879, 3,   0.707, -0.902,-12.504
1177555.70893, 3,   0.900, -0.721,-12.796
1177555.72907, 3,   0.883, -0.813,-13.422
1177555.74921, 3,   0.960, -0.801,-13.146
1177555.76935, 3,   0.875, -0.869,-12.998
1177555.78950, 3,   0.919, -0.767,-13.101, 4,  -0.134,  0.068, -0.034
1177555.80964, 3,   1.012, -0.635,-13.469, 4,  -0.157,  0.096, -0.032
1177555.82978, 3,   1.059, -0.499,-13.522, 4,  -0.219,  0.162, -0.034
1177555.84992, 3,   1.174, -0.434,-13.302, 4,  -0.316,  0.174, -0.046
1177555.87006, 3,   1.016, -0.435,-12.903, 4,  -0.421,  0.199, -0.061
1177555.89020, 3,   1.252, -0.260,-12.890, 4,  -0.497,  0.267, -0.062, 5,  -1.849, 23.265, 45.790
1177555.91035, 3,   1.354, -0.237,-13.034, 4,  -0.485,  0.259, -0.048, 5,  -2.235, 23.512, 44.878
1177555.93049, 3,   1.112, -0.288,-12.650, 4,  -0.506,  0.229, -0.070, 5,  -2.480, 23.880, 44.278
1177555.95063, 3,   1.271, -0.102,-12.079, 4,  -0.536,  0.144, -0.066, 5,  -1.997, 22.914, 44.514
1177555.97077, 3,   1.317, -0.088,-12.530, 4,  -0.430, -0.013, -0.045, 5,  -2.899, 22.127, 44.496
1177555.99091, 3,   1.223, -0.036,-12.771, 4,  -0.289, -0.001, -0.043, 5,  -3.343, 21.979, 44.447
1177556.01105, 3,   1.162, -0.070,-12.514, 4,  -0.278,  0.057, -0.040, 5,  -2.884, 21.748, 44.897
1177556.03119, 3,   1.136, -0.032,-11.986, 4,  -0.252,  0.028, -0.038, 5,  -2.779, 20.753, 45.981
1177556.05134, 3,   1.101, -0.045,-12.189, 4,  -0.154, -0.025, -0.020, 5,  -2.826, 20.424, 46.303
1177556.07148, 3,   1.173,  0.107,-12.680, 4,  -0.041,  0.009, -0.004, 5,  -2.554, 20.151, 45.244
1177556.09162, 3,   1.238,  0.152,-12.793, 4,  -0.006,  0.030,  0.003, 5,  -3.313, 20.078, 45.496
