Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
6310,-4.8125,151.875,-23.6875,0.565918,0.3242188,1.325195,0.06835938,-0.1137695,-0.2133789
6311,0.5,192.4375,-27.5625,0.6396484,0.09521484,1.40625,0.06835938,-0.1137695,-0.2133789
6313,15.8125,233.4375,-29.6875,0.6513672,-0.168457,1.467773,0.07373047,-0.1137695,-0.2124023
6314,31.875,278.75,-27.875,1.075684,-0.1953125,1.502441,0.07861328,-0.1137695,-0.2109375
6316,58.5625,365.8125,-35.4375,1.745605,-0.6923828,2.250488,0.07861328,-0.1137695,-0.2109375
6317,85.4375,465.375,-22.6875,1.796387,-0.9873047,2.358398,0.08789063,-0.1137695,-0.206543
6319,102.5,557.0625,-17.375,1.804199,-0.2578125,2.555176,0.09960938,-0.1152344,-0.2050781
6320,88.875,671.375,-6.25,3.225098,0.265625,3.160156,0.09960938,-0.1152344,-0.2050781
6322,97.5,795.75,0.75,2.002441,-0.1762695,3.634766,0.1137695,-0.1181641,-0.1958008
6323,141.0625,829.75,8.8125,2.500977,-1.208496,3.460938,0.1293945,-0.1191406,-0.1821289
6325,196.0625,876.625,-7.0625,3.739258,-1.340332,4.930176,0.1293945,-0.1191406,-0.1821289
6326,220.375,846.5625,-68.0625,5.487793,-1.316895,6.603027,0.1459961,-0.1235352,-0.168457
6328,225.9375,827.4375,-121.5,5.17627,-1.456543,7.817871,0.1616211,-0.128418,-0.1533203
6329,194.375,664.75,-179.3125,1.329102,-0.4052734,7.366699,0.1616211,-0.128418,-0.1533203
6331,138.4375,359.25,-144.9375,-2.751465,0.5839844,6.491211,0.1733398,-0.1313477,-0.1381836
6332,25.875,23,-125.0625,-2.256836,1.678223,5.516113,0.1826172,-0.1298828,-0.1313477
6334,-83.625,-147.125,-122.25,1.11084,1.522949,4.155273,0.1826172,-0.1298828,-0.1313477
6335,-145,-168.5625,-120.375,3.12793,0.8867188,2.755371,0.1835938,-0.1274414,-0.1328125
6337,-157.5,-91.6875,-110.25,4.350586,0.04052734,1.421387,0.1811523,-0.1220703,-0.1367188
6338,-153.1875,4.25,-100,4.385742,-0.02099609,0.7856445,0.1811523,-0.1220703,-0.1367188
6340,-154.6875,73.125,-95.9375,3.384766,0.1455078,0.534668,0.1811523,-0.1191406,-0.1420898
6341,-152.125,96.0625,-93,2.255859,0.1337891,0.7124023,0.1826172,-0.1166992,-0.1420898
6343,-142.0625,81.1875,-91.375,1.441895,0.1220703,1.062988,0.1826172,-0.1166992,-0.1420898
6344,-128.375,38.75,-93.5625,1.040527,0.1181641,1.255859,0.1835938,-0.112793,-0.1420898
6346,-113.0625,-5.4375,-96.75,0.9902344,0.1533203,1.421387,0.1865234,-0.105957,-0.1420898
6347,-92.125,-44.3125,-101.0625,1.17334,0.1220703,1.537109,0.1865234,-0.105957,-0.1420898
6349,-67.375,-70.5625,-103.4375,1.437988,0.1108398,1.533203,0.1865234,-0.1020508,-0.1420898
6350,-44.875,-86.75,-103.9375,1.621094,0.2192383,1.47168,0.1865234,-0.09814453,-0.1450195
6352,-29.3125,-96.1875,-102.25,1.652344,0.3432617,1.421387,0.1865234,-0.09814453,-0.1450195
6355,-20.3125,-104.625,-96.5625,1.5625,0.4946289,1.305664,0.1865234,-0.09814453,-0.1464844
6357,-16.25,-115.375,-88.3125,1.367676,0.6035156,1.174805,0.1865234,-0.09277344,-0.1489258
6358,-15.875,-128.1875,-74.75,1.185059,0.7119141,1.020508,0.1865234,-0.09277344,-0.1489258
6360,-17.6875,-141.625,-60.25,1.060059,0.8012695,0.9047852,0.1826172,-0.09277344,-0.1489258
6361,-22.1875,-153.4375,-45.0625,0.9980469,0.8515625,0.8237305,0.1826172,-0.09130859,-0.1533203
6363,-27.0625,-163.125,-30.6875,0.9511719,0.840332,0.7817383,0.1826172,-0.09130859,-0.1533203
6364,-30.875,-170.9375,-17.5625,0.9277344,0.7705078,0.7700195,0.1787109,-0.08886719,-0.1557617
6366,-30.625,-178.25,-6.6875,0.9042969,0.6538086,0.7817383,0.1748047,-0.08984375,-0.1601563
6367,-26.0625,-184.9375,1.25,0.8813477,0.5219727,0.8276367,0.1748047,-0.08984375,-0.1601563
6369,-17.6875,-191.75,6.625,0.8500977,0.3979492,0.8857422,0.1733398,-0.08886719,-0.1625977
6370,-6.4375,-199.4375,9.8125,0.8266602,0.3203125,0.9628906,0.1694336,-0.08740234,-0.168457
6372,6.5625,-208.3125,12,0.7719727,0.230957,1.062988,0.1694336,-0.08740234,-0.168457
6373,18.875,-218,13.625,0.7138672,0.1879883,1.144043,0.1645508,-0.08886719,-0.1694336
6375,29.375,-229.4375,14.75,0.6357422,0.1533203,1.213379,0.1606445,-0.08886719,-0.1738281
6376,36.9375,-240.875,16.1875,0.5737305,0.1494141,1.255859,0.1606445,-0.08886719,-0.1738281
6378,41.75,-251.8125,17.875,0.5229492,0.1376953,1.286621,0.1552734,-0.09130859,-0.1791992
6379,42.9375,-261.875,20.0625,0.4760742,0.1455078,1.29834,0.1499023,-0.09130859,-0.1821289
6381,41.1875,-270.75,22.75,0.4101563,0.1533203,1.302246,0.1499023,-0.09130859,-0.1821289
6382,37.375,-279.375,25.8125,0.3359375,0.1259766,1.290527,0.1450195,-0.09423828,-0.1845703
6384,32.4375,-287.5,28.5625,0.28125,0.1142578,1.290527,0.1396484,-0.09423828,-0.1904297
6385,25.6875,-294.8125,30.6875,0.2661133,0.07568359,1.29834,0.1396484,-0.09423828,-0.1904297
6387,18.875,-300.375,32.5625,0.2387695,0.06787109,1.317383,0.1333008,-0.09521484,-0.1904297
6388,11.125,-305.1875,34.0625,0.2192383,0.03320313,1.359863,0.1269531,-0.09521484,-0.1958008
6390,4.75,-310.1875,34.4375,0.2036133,-0.01318359,1.40625,0.1269531,-0.09521484,-0.1958008
6391,-0.4375,-314.75,34.1875,0.1918945,-0.05566406,1.444824,0.121582,-0.09521484,-0.1972656
6393,-3,-318.875,32.6875,0.168457,-0.09863281,1.487305,0.1123047,-0.09521484,-0.2041016
6394,-3.125,-323.4375,30.875,0.1142578,-0.1450195,1.487305,0.1123047,-0.09521484,-0.2041016
6396,-1.375,-327.5625,29.1875,0.08300781,-0.1645508,1.525879,0.1074219,-0.09423828,-0.2080078
6397,2.1875,-330.6875,27.6875,0.03222656,-0.1723633,1.548828,0.1010742,-0.09521484,-0.2124023
6399,6.3125,-333.5,26,-0.02197266,-0.1645508,1.541016,0.1010742,-0.09521484,-0.2124023
6400,10.8125,-336.25,24.9375,-0.09960938,-0.1333008,1.533203,0.08935547,-0.09667969,-0.2163086
6402,15.25,-338.6875,24.5625,-0.1621094,-0.09863281,1.544922,0.08154297,-0.09521484,-0.2177734
6403,18.8125,-340.8125,25.5625,-0.2163086,-0.05957031,1.564453,0.08154297,-0.09521484,-0.2177734
6405,20.8125,-342.5625,27.4375,-0.2319336,-0.01708984,1.602539,0.07373047,-0.09521484,-0.2202148
6406,21.9375,-343.5,29.9375,-0.2631836,0.02929688,1.64502,0.06445313,-0.09667969,-0.2231445
6408,21.875,-344.5625,33.0625,-0.2944336,0.06005859,1.691406,0.06445313,-0.09667969,-0.2231445
6409,21.8125,-345.5625,36.875,-0.3256836,0.07958984,1.72998,0.05810547,-0.09667969,-0.2260742
6411,21.25,-347.1875,41.125,-0.3452148,0.09130859,1.756836,0.04785156,-0.09814453,-0.2270508
6412,20.3125,-347.625,45,-0.3452148,0.09521484,1.791504,0.04785156,-0.09814453,-0.2270508
6414,19.3125,-348.375,48.5625,-0.3295898,0.07958984,1.822754,0.03857422,-0.09912109,-0.2270508
6415,19.8125,-347.9375,51.625,-0.3061523,0.05224609,1.884277,0.03076172,-0.09912109,-0.2299805
6417,20.8125,-348.375,54.5625,-0.3022461,0.02929688,1.926758,0.03076172,-0.09912109,-0.2299805
6418,20.8125,-349.8125,56.3125,-0.2670898,0.01757813,2.015137,0.02197266,-0.09912109,-0.2314453
6420,20.625,-349.5625,57.375,-0.1967773,0.009765625,2.088379,0.01269531,-0.09912109,-0.2299805
6421,20.1875,-348.25,57.8125,-0.1660156,0.02148438,2.17334,0.01269531,-0.09912109,-0.2299805
6423,18.75,-345.75,57.75,-0.1425781,0.04443359,2.289063,0.002441406,-0.09912109,-0.2299805
6424,17.3125,-343.5625,57.5625,-0.1582031,0.09130859,2.416504,-0.004882813,-0.1020508,-0.2285156
6426,14.75,-341.4375,57.8125,-0.1967773,0.1611328,2.574219,-0.004882813,-0.1020508,-0.2285156
6427,12.3125,-340.3125,59,-0.2788086,0.2231445,2.732422,-0.01416016,-0.1005859,-0.2285156
6429,9.1875,-341.1875,60.75,-0.3955078,0.2851563,2.905762,-0.02441406,-0.1005859,-0.2270508
6430,6.25,-344.625,62.0625,-0.5512695,0.3203125,3.037109,-0.02441406,-0.1005859,-0.2270508
6432,3.6875,-350.4375,63.375,-0.7265625,0.3242188,3.110352,-0.03222656,-0.1005859,-0.2260742
6433,2.9375,-357,63.6875,-0.9057617,0.3046875,3.114258,-0.04150391,-0.09814453,-0.2246094
6435,2.4375,-362.9375,63.1875,-1.045898,0.2929688,3.052246,-0.04150391,-0.09814453,-0.2246094
6436,2.5625,-366.375,61.75,-1.197754,0.2695313,2.959961,-0.05175781,-0.09912109,-0.2246094
6438,3.0625,-367.125,60.25,-1.306641,0.2504883,2.848145,-0.06201172,-0.09912109,-0.2202148
6439,3.5,-364.8125,57.5,-1.446777,0.2734375,2.663086,-0.06201172,-0.09912109,-0.2202148
6441,2.8125,-358.875,54.875,-1.552246,0.3085938,2.489746,-0.06982422,-0.09912109,-0.2177734
6442,1,-347.6875,52.4375,-1.68457,0.3745117,2.304688,-0.08007813,-0.09667969,-0.2133789
6444,-1.5625,-333.3125,49.8125,-1.805176,0.4638672,2.169434,-0.08007813,-0.09667969,-0.2133789
6445,-4.5,-317.3125,47.4375,-1.988281,0.5336914,2.049805,-0.08935547,-0.09814453,-0.2109375
6447,-6.8125,-302.0625,44.1875,-2.198242,0.5761719,1.930664,-0.09716797,-0.09814453,-0.2109375
6448,-7.5,-287.5625,38.9375,-2.381348,0.5566406,1.837891,-0.09716797,-0.09814453,-0.2109375
6450,-4.4375,-274.875,32.125,-2.572266,0.5180664,1.737793,-0.1049805,-0.09814453,-0.2094727
6452,2.3125,-263.3125,23.5625,-2.712402,0.4677734,1.64502,-0.1113281,-0.09667969,-0.2080078
6454,12.125,-251.625,12.8125,-2.825195,0.4091797,1.544922,-0.1113281,-0.09667969,-0.2080078
6455,23.9375,-240.1875,2,-2.895508,0.3588867,1.487305,-0.1162109,-0.09814453,-0.2011719
6457,38.0625,-227,-11.0625,-2.965332,0.3046875,1.40625,-0.1230469,-0.09521484,-0.1958008
6458,53.6875,-212.625,-23.6875,-3.055176,0.230957,1.348145,-0.1230469,-0.09521484,-0.1958008
6460,71.3125,-197.6875,-35.625,-3.199219,0.1337891,1.321289,-0.1269531,-0.1005859,-0.1943359
6461,88,-183.9375,-45.875,-3.351074,0.08349609,1.302246,-0.1318359,-0.1020508,-0.1889648
6463,100.875,-170.25,-53.3125,-3.518555,0.1030273,1.217285,-0.1318359,-0.1020508,-0.1889648
6464,108.375,-151.1875,-56.5625,-3.60791,0.1958008,1.144043,-0.1357422,-0.1020508,-0.1875
6466,111.625,-132.0625,-54.6875,-3.802734,0.28125,0.9589844,-0.1386719,-0.1044922,-0.1845703
6467,108.375,-111,-49,-3.907715,0.4482422,0.796875,-0.1386719,-0.1044922,-0.1845703
6469,98.625,-87.3125,-39,-4.020996,0.5839844,0.5849609,-0.1411133,-0.1088867,-0.1821289
6470,82.625,-61.75,-25.25,-4.071289,0.6811523,0.3842773,-0.1425781,-0.112793,-0.1791992
6472,62.9375,-35.8125,-11.8125,-4.071289,0.7236328,0.2416992,-0.1425781,-0.112793,-0.1791992
6473,41.625,-9.9375,0.5,-4.055664,0.7080078,0.1645508,-0.1425781,-0.112793,-0.1806641
6475,21.0625,16.4375,10.75,-3.962402,0.6152344,0.1186523,-0.1450195,-0.1137695,-0.1777344
6476,4.5625,42.3125,17,-3.791016,0.5024414,0.1723633,-0.1450195,-0.1137695,-0.1777344
6478,-6.5,69,21.3125,-3.623535,0.3666992,0.2958984,-0.1425781,-0.1152344,-0.1777344
6479,-15.6875,93.375,22.9375,-3.452148,0.3007813,0.465332,-0.1425781,-0.1137695,-0.1806641
6481,-23.75,116.1875,23.5,-3.315918,0.28125,0.7124023,-0.1425781,-0.1137695,-0.1806641
6482,-31.125,133.75,24,-3.160156,0.2695313,0.9511719,-0.1396484,-0.112793,-0.1821289
6484,-38.5,145.9375,25.875,-2.973145,0.3085938,1.113281,-0.1386719,-0.1137695,-0.1845703
6485,-56.4375,173.3125,39.4375,-2.852539,1.600586,1.078613,-0.1386719,-0.1137695,-0.1845703
6487,-119.375,125.625,96.875,-2.327148,1.07666,-0.9453125,-0.1357422,-0.1088867,-0.1860352
6488,-165.375,57.625,112.625,0.262207,0.4985352,1.09375,-0.1333008,-0.1074219,-0.1914063
6490,-187.875,98.6875,117.0625,1.383301,-1.266602,0.5,-0.1333008,-0.1074219,-0.1914063
6491,-81.375,97.5,107.125,2.598145,-3.8125,-2.62207,-0.1333008,-0.09912109,-0.1928711
6493,48.5,207.9375,58.4375,6.172852,-3.447266,-4.503906,-0.1318359,-0.09814453,-0.1958008
6494,81.6875,596.8125,3.125,7.94873,-2,-1.562012,-0.1318359,-0.09814453,-0.1958008
6496,36.375,913.75,-13.875,3.528809,-0.3276367,0.7275391,-0.121582,-0.09912109,-0.2026367
6497,-4.625,844.875,-13.4375,-3.67041,0.09130859,2,-0.1020508,-0.09912109,-0.2133789
6499,-22.625,595.5625,-4.0625,-6.586914,-0.5639648,4.690918,-0.1020508,-0.09912109,-0.2133789
6500,-7.6875,347.5,-6.625,-5.103516,-0.4052734,5.469727,-0.08642578,-0.09814453,-0.2231445
6502,3.5,246.9375,2.0625,-2.217773,0.2114258,4.401855,-0.07519531,-0.09912109,-0.2260742
6503,1,246.1875,7.5,-0.2905273,0.2348633,3.422363,-0.07519531,-0.09912109,-0.2260742
6505,6.8125,263.1875,1.3125,0.2583008,-0.2539063,2.566406,-0.06835938,-0.09912109,-0.2299805
6506,23.5625,269.9375,-5,0.34375,-0.4594727,2.308105,-0.06347656,-0.09912109,-0.2299805
6508,33.8125,272.375,-9.5,0.4526367,-0.2382813,2.030762,-0.06347656,-0.09912109,-0.2299805
6509,35.9375,278.5625,-9.0625,0.5385742,-0.02490234,1.764648,-0.05664063,-0.09912109,-0.2329102
6511,42.0625,287,-6.8125,0.4101563,-0.06347656,1.433105,-0.04882813,-0.1005859,-0.2314453
6512,53.8125,290.9375,-7.3125,0.04785156,-0.1953125,1.147949,-0.04882813,-0.1005859,-0.2314453
6514,59.9375,277.375,-9.75,-0.2905273,-0.1606445,0.8588867,-0.04150391,-0.1035156,-0.2368164
6515,95.125,143.75,-68.125,5.032227,-1.181152,3.596191,-0.03369141,-0.1035156,-0.2368164
6517,142,563.75,-57.5,6.188477,-0.9018555,7.817871,-0.03369141,-0.1035156,-0.2368164
6518,87.625,525.6875,-66.625,-3.257813,0.4443359,-1.280762,-0.02441406,-0.1074219,-0.2353516
6520,123.0625,280.25,-16,-4.546387,0.4091797,-2.051758,-0.01025391,-0.1098633,-0.2368164
6521,106.4375,221,-14.375,-0.5629883,1.616211,2.674805,-0.01025391,-0.1098633,-0.2368164
6523,37.0625,325.375,-32.625,-0.09960938,2.066406,3.580566,-0.002441406,-0.112793,-0.2353516
6524,-4.0625,273.3125,-25.375,-1.520996,1.208984,0.7929688,0.002441406,-0.1152344,-0.2368164
6526,0.6875,198,-27,-1.081055,-0.1293945,0.3457031,0.002441406,-0.1152344,-0.2368164
6527,12.6875,199,-29.1875,0.152832,-0.4790039,1.267578,0.008789063,-0.1113281,-0.2382813
6529,12.5625,230.5,-26.9375,0.184082,-0.04394531,1.641113,0.01269531,-0.1137695,-0.2368164
6530,6.625,222.6875,-27.4375,-0.5043945,0.2348633,1.132324,0.01269531,-0.1137695,-0.2368164
6532,-0.0625,193.25,-23.9375,-0.8745117,0.3242188,1.244141,0.02050781,-0.1166992,-0.2338867
6533,-8.1875,172.125,-26,-0.878418,0.4443359,1.591309,0.02587891,-0.1137695,-0.2338867
6535,-17.3125,154,-25.5625,-0.8901367,0.4169922,1.629883,0.02587891,-0.1137695,-0.2338867
6536,-22,129,-26.375,-0.8549805,0.230957,1.371582,0.03076172,-0.1137695,-0.2368164
6538,-23.4375,103.3125,-23.0625,-0.6796875,0.07958984,1.229004,0.03222656,-0.1137695,-0.2353516
6539,-23.6875,88.9375,-20.5625,-0.4619141,0.1069336,1.232422,0.03222656,-0.1137695,-0.2353516
6541,-26.8125,82.4375,-20.1875,-0.3642578,0.1879883,1.244141,0.03466797,-0.1137695,-0.2338867
6542,-29.9375,74.3125,-20.375,-0.3876953,0.2387695,1.225098,0.04003906,-0.1113281,-0.2368164
6544,-32.0625,63,-20.3125,-0.4267578,0.1845703,1.178711,0.04003906,-0.1113281,-0.2368164
6545,-31.6875,51.5625,-19.3125,-0.4033203,0.09130859,1.170898,0.03857422,-0.112793,-0.2353516
6547,-30.6875,43.8125,-17.5,-0.3295898,0.04833984,1.19043,0.04003906,-0.112793,-0.2382813
6550,-29.25,38.8125,-16.3125,-0.2670898,0.03662109,1.140137,0.04003906,-0.112793,-0.2382813
6552,-28,34.3125,-15.3125,-0.2397461,0.05615234,1.105469,0.04394531,-0.1098633,-0.2382813
6553,-27,30,-14.75,-0.2241211,0.05615234,1.105469,0.04394531,-0.1088867,-0.2397461
6555,-26.5625,26.3125,-13.6875,-0.2124023,0.07568359,1.085938,0.04394531,-0.1088867,-0.2397461
6556,-26.3125,22.9375,-13.25,-0.2045898,0.06005859,1.085938,0.04492188,-0.1074219,-0.2382813
6558,-25.1875,20.8125,-12.8125,-0.1777344,0.05615234,1.062988,0.04492188,-0.1088867,-0.2368164
6559,-23.625,19.0625,-12.125,-0.1582031,0.02929688,1.066895,0.04492188,-0.1088867,-0.2368164
6561,-22.1875,17.6875,-11.25,-0.1660156,0.01757813,1.074707,0.04638672,-0.1074219,-0.2397461
6562,-19.625,16.0625,-9.8125,-0.1699219,-0.009277344,1.070801,0.04638672,-0.1074219,-0.2397461
6564,-17.1875,13.6875,-8.8125,-0.1894531,-0.02490234,1.070801,0.04638672,-0.1074219,-0.2397461
6565,-14.9375,11.4375,-7.6875,-0.1738281,0.005859375,1.059082,0.04785156,-0.1074219,-0.2382813
6567,-13.5,10,-6.75,-0.1582031,0.01757813,1.036133,0.04785156,-0.1044922,-0.2412109
6568,-12.125,9.3125,-6.125,-0.1386719,0.009765625,1.02832,0.04785156,-0.1044922,-0.2412109
6570,-10.5625,8.5,-5.125,-0.1464844,0.005859375,1.02832,0.04785156,-0.105957,-0.2382813
6571,-9.1875,7.4375,-4.125,-0.1503906,-0.005371094,1.02832,0.04638672,-0.1035156,-0.2397461
6573,-7.3125,6.625,-3.1875,-0.1269531,-0.001464844,1.005371,0.04638672,-0.1035156,-0.2397461
6574,-5.4375,6.4375,-2.5,-0.1074219,-0.009277344,0.9936523,0.04882813,-0.1035156,-0.2382813
6576,-4.125,6.5,-1.9375,-0.1113281,0.005859375,0.9936523,0.04882813,-0.1044922,-0.2382813
6577,-2.875,6.875,-1.5,-0.1035156,0.005859375,0.9936523,0.04882813,-0.1044922,-0.2382813
6579,-1.875,7.125,-1.125,-0.1035156,0.02148438,0.9897461,0.04785156,-0.1035156,-0.2368164
6580,-1.25,7,-0.8125,-0.1191406,0.01367188,0.9897461,0.04882813,-0.1035156,-0.2382813
6582,-0.4375,6.5,-0.75,-0.1230469,0.02539063,0.9741211,0.04882813,-0.1035156,-0.2382813
6583,-0.125,6.5,-0.8125,-0.1035156,0.03320313,0.9819336,0.04785156,-0.1035156,-0.2368164
6585,-0.4375,6.8125,-0.75,-0.1113281,0.04052734,0.9741211,0.04882813,-0.1035156,-0.2368164
6586,-0.875,7.125,-1.3125,-0.1035156,0.06005859,0.9707031,0.04882813,-0.1035156,-0.2368164
6588,-1.4375,7.6875,-1.6875,-0.08789063,0.06396484,0.9550781,0.04882813,-0.1044922,-0.2382813
6589,-2.625,9.375,-2.3125,-0.05664063,0.07958984,0.9321289,0.04882813,-0.1044922,-0.2368164
6591,-3.75,12.125,-2.8125,-0.03369141,0.06396484,0.9204102,0.04882813,-0.1044922,-0.2368164
6592,-4.125,14.9375,-3.875,-0.02978516,0.06396484,0.9165039,0.05029297,-0.1044922,-0.2368164
6594,-4.875,17.6875,-4.5625,-0.03369141,0.05615234,0.9047852,0.04882813,-0.1020508,-0.2382813
6595,-5.1875,20.1875,-5.125,-0.03369141,0.05224609,0.9086914,0.04882813,-0.1020508,-0.2382813
6597,-5.875,23.0625,-5.5625,-0.05273438,0.05224609,0.9243164,0.05029297,-0.1035156,-0.2382813
6598,-6.6875,25.125,-5.9375,-0.06054688,0.06005859,0.9282227,0.05175781,-0.1035156,-0.2368164
6600,-7.25,26.1875,-6.375,-0.09570313,0.05615234,0.9628906,0.05175781,-0.1035156,-0.2368164
6601,-7.4375,26.75,-6.375,-0.1074219,0.04052734,0.9667969,0.05029297,-0.1020508,-0.2382813
6603,-7.125,26.8125,-6.125,-0.1152344,0.01757813,0.9589844,0.05175781,-0.1020508,-0.2397461
6604,-6.5,27.375,-5.625,-0.09570313,0.005859375,0.9550781,0.05175781,-0.1020508,-0.2397461
6606,-5.25,28.375,-5.0625,-0.1035156,-0.01708984,0.9707031,0.05273438,-0.1020508,-0.2382813
6607,-3.5,29.8125,-4.6875,-0.09960938,-0.01708984,0.9511719,0.05419922,-0.1020508,-0.2412109
6609,-1.875,30.8125,-4.0625,-0.1074219,-0.02880859,0.9433594,0.05419922,-0.1020508,-0.2412109
6610,-0.125,31.6875,-3.375,-0.1113281,-0.02880859,0.9628906,0.05664063,-0.1005859,-0.2382813
6612,1.4375,32.6875,-2.75,-0.1308594,-0.01318359,0.9897461,0.05664063,-0.1035156,-0.2397461
6613,2.0625,32.875,-2.5,-0.1308594,-0.009277344,0.9741211,0.05664063,-0.1035156,-0.2397461
6615,4.3125,32.125,-1.75,-0.1386719,-0.02490234,0.9780273,0.05566406,-0.1020508,-0.2368164
6616,6.1875,24.875,-0.4375,-0.3994141,0.005859375,1.221191,0.05664063,-0.1020508,-0.2368164
6618,5.5625,17.9375,-0.0625,-0.2866211,0.07177734,1.020508,0.05664063,-0.1020508,-0.2368164
6619,6.625,16.3125,0,-0.1464844,-0.009277344,0.9433594,0.05957031,-0.1020508,-0.2368164
6621,8.5625,17.5,0.375,-0.1347656,-0.01318359,1.012695,0.06201172,-0.1035156,-0.2368164
6622,8.9375,18.875,0.375,-0.1464844,0.02539063,1.001465,0.06201172,-0.1035156,-0.2368164
6624,9.1875,18.375,0.4375,-0.1738281,0.04052734,0.9897461,0.06054688,-0.1044922,-0.2368164
6625,8.5,18.0625,-0.125,-0.1699219,0.06396484,0.9936523,0.05957031,-0.1044922,-0.2353516
6627,7.5,18.125,-0.75,-0.1582031,0.06396484,0.9936523,0.05957031,-0.1044922,-0.2353516
6628,7.9375,18.0625,-0.9375,-0.1699219,0.03320313,1.012695,0.06054688,-0.1074219,-0.2353516
6630,6.9375,17.75,-0.6875,-0.1738281,0.03662109,1.016602,0.05957031,-0.1044922,-0.2353516
6631,7.3125,17.375,-0.9375,-0.1699219,0.04052734,1.008789,0.05957031,-0.1044922,-0.2353516
6633,6.4375,16.125,-0.5,-0.1928711,0.04052734,1.024414,0.06054688,-0.1044922,-0.2353516
6634,5.4375,15.5625,-0.25,-0.1738281,0.04833984,0.9936523,0.06054688,-0.1035156,-0.2382813
6636,5.875,15.6875,-0.375,-0.1503906,0.04052734,0.9975586,0.06054688,-0.1035156,-0.2382813
6637,4.5625,15.6875,-0.0625,-0.2006836,0.07177734,1.047363,0.06054688,-0.1044922,-0.2338867
6639,3.5,15.25,-0.75,-0.1816406,0.07958984,0.9936523,0.06347656,-0.1044922,-0.2353516
6640,3.5,14.8125,-1.3125,-0.1621094,0.05224609,0.9975586,0.06347656,-0.1044922,-0.2353516
6642,3.1875,15.9375,-1.4375,-0.1660156,0.06396484,1.024414,0.06347656,-0.1044922,-0.2353516
6643,3.5625,16.1875,-1.875,-0.1738281,0.06005859,1.016602,0.06201172,-0.1035156,-0.2353516
6645,3.375,15.6875,-2.375,-0.1894531,0.05224609,1.032227,0.06201172,-0.1035156,-0.2353516
6647,3.1875,15.625,-2.25,-0.1816406,0.06005859,1.008789,0.06347656,-0.1044922,-0.2368164
6649,3.4375,15.3125,-2.6875,-0.1894531,0.04052734,1.008789,0.06347656,-0.1035156,-0.2338867
6650,4.125,14.4375,-2.5,-0.2045898,0.01757813,1.016602,0.06347656,-0.1035156,-0.2338867
6652,6.125,13.125,-3.125,-0.2241211,-0.009277344,1.05127,0.06591797,-0.1044922,-0.2329102
6653,6.4375,11.5625,-3.3125,-0.2241211,0.03320313,1.036133,0.06445313,-0.1044922,-0.2368164
6655,7.875,10.9375,-4.1875,-0.1967773,0.03662109,1.008789,0.06445313,-0.1044922,-0.2368164
6656,6.4375,11.8125,-4.5625,-0.1738281,0.1572266,1.012695,0.06591797,-0.1044922,-0.2353516
6658,4.0625,13.375,-5.875,-0.1699219,0.1494141,1.001465,0.06445313,-0.105957,-0.2338867
6659,4.6875,13.6875,-4.8125,-0.1855469,0.001953125,1.005371,0.06445313,-0.105957,-0.2338867
6661,6.5625,14.9375,-2.8125,-0.1855469,-0.01708984,1.040039,0.06591797,-0.105957,-0.2338867
6662,6.75,16.25,-1.5625,-0.1816406,0.04443359,1.005371,0.06689453,-0.105957,-0.2338867
6664,6.4375,16,-0.75,-0.2006836,0.08740234,0.9975586,0.06689453,-0.105957,-0.2338867
6665,6.375,14.375,-0.3125,-0.2358398,0.04833984,0.9897461,0.06689453,-0.1088867,-0.2338867
6667,7.25,14,1.25,-0.1816406,0.01757813,0.9936523,0.06689453,-0.105957,-0.2353516
6668,8.5625,15.6875,3.4375,-0.1928711,0.02148438,1.02832,0.06689453,-0.105957,-0.2353516
6670,9.1875,15.8125,5.5,-0.2241211,0.06005859,1.005371,0.06591797,-0.105957,-0.2329102
6671,9.1875,14.0625,7.1875,-0.2475586,0.05615234,0.9741211,0.06689453,-0.105957,-0.2338867
6673,9.3125,12.25,8.8125,-0.2631836,0.05224609,0.9897461,0.06689453,-0.105957,-0.2338867
6674,8.75,9.9375,10.6875,-0.2514648,0.07177734,0.9819336,0.06835938,-0.1074219,-0.2329102
6676,8.75,8.6875,11.625,-0.2202148,0.06787109,0.9858398,0.06835938,-0.1074219,-0.2338867
6677,7.5625,6.9375,10.8125,-0.1660156,0.05615234,1.001465,0.06835938,-0.1074219,-0.2338867
6679,7.75,10.4375,11,-0.1660156,0.07958984,1.055176,0.06835938,-0.1074219,-0.2329102
6680,5.8125,12.1875,9.875,-0.1928711,0.1108398,1.02832,0.06835938,-0.105957,-0.2314453
6682,5.8125,11.5,9.25,-0.1894531,0.07958984,0.9819336,0.06835938,-0.105957,-0.2314453
6683,4.8125,11.75,8.0625,-0.2045898,0.09130859,1.005371,0.06835938,-0.1088867,-0.2329102
6685,3.875,12.75,7.0625,-0.1894531,0.1108398,1.016602,0.07080078,-0.1074219,-0.2314453
6686,3.5,13.625,5.9375,-0.2045898,0.07568359,1.032227,0.07080078,-0.1074219,-0.2314453
6688,3.8125,14.125,5.625,-0.2202148,0.06396484,1.020508,0.06835938,-0.1088867,-0.2329102
6689,3.375,13.5,5.6875,-0.2202148,0.06787109,1.005371,0.06982422,-0.1088867,-0.2338867
