Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
29583,-2,228.25,-24.6875,-1.045898,0.05224609,2.250488,0.1113281,-0.005859375,-0.2329102
29584,-5.5625,208.5,-26,-1.302734,0.2583008,2.254395,0.1113281,-0.005859375,-0.2329102
29586,-9.8125,158.8125,-21.1875,-1.598633,0.2426758,1.529297,0.1176758,-0.005859375,-0.2299805
29587,-16.375,90.125,-18.4375,-1.544434,0.4868164,1.151855,0.121582,-0.005859375,-0.2285156
29589,-29.375,51.625,-17.875,-0.8549805,0.3588867,1.217285,0.121582,-0.005859375,-0.2285156
29590,-29.5,50.9375,-18.625,-0.2514648,0.1337891,1.494629,0.1240234,-0.005859375,-0.2270508
29592,-29,60.375,-20.375,-0.09960938,0.07568359,1.263672,0.1254883,-0.001953125,-0.2270508
29593,-28.875,56.4375,-20.1875,-0.2397461,0.08740234,1.036133,0.1254883,-0.001953125,-0.2270508
29595,-29.9375,45.625,-19.0625,-0.3798828,0.1069336,1.124512,0.1279297,-0.003417969,-0.2270508
29596,-29.625,35.4375,-18,-0.4033203,0.05615234,1.267578,0.1279297,-0.001953125,-0.2246094
29598,-27.375,27.9375,-16.0625,-0.3681641,-0.005371094,1.259766,0.1279297,-0.001953125,-0.2246094
29599,-24.3125,20.75,-14.125,-0.3022461,-0.04785156,1.13623,0.1269531,-0.001953125,-0.2246094
29601,-21.1875,15.0625,-12.3125,-0.2397461,-0.05175781,1.089844,0.1279297,0,-0.2260742
29602,-17.875,13.25,-10.75,-0.1699219,-0.05957031,1.097656,0.1279297,0,-0.2260742
29604,-15.125,12.25,-9.6875,-0.1660156,-0.04003906,1.09375,0.1293945,0,-0.2231445
29605,-13.3125,10.8125,-8.6875,-0.1699219,-0.009277344,1.062988,0.1293945,0.001464844,-0.2246094
29607,-12.0625,9.1875,-7.5625,-0.1464844,-0.01318359,1.040039,0.1293945,0.001464844,-0.2246094
29608,-10.375,8.9375,-6.9375,-0.1035156,-0.01708984,1.02832,0.1308594,0.001464844,-0.2260742
29610,-8.0625,10,-6,-0.09570313,-0.04003906,1.012695,0.1293945,0.002929688,-0.2260742
29611,-5.8125,10.3125,-5,-0.1113281,-0.05957031,1.008789,0.1293945,0.002929688,-0.2260742
29613,-3.5,9.8125,-3.5625,-0.1152344,-0.04003906,1.008789,0.1293945,0.00390625,-0.2231445
29614,-2.0625,9.25,-3,-0.1230469,0.001953125,1.02832,0.1318359,0.001464844,-0.2260742
29616,-1.9375,8.6875,-2.5625,-0.1386719,0.02929688,1.032227,0.1318359,0.001464844,-0.2260742
29617,-2.0625,7.75,-2.125,-0.1582031,0.02929688,1.036133,0.1293945,0.001464844,-0.2246094
29619,-1.625,6.1875,-1.9375,-0.1503906,0.02148438,1.012695,0.1308594,0.002929688,-0.2246094
29620,-1.375,5.5,-1.875,-0.1269531,0.01757813,1.016602,0.1308594,0.002929688,-0.2246094
29622,-1.5,6.1875,-1.75,-0.1035156,0.02539063,1.008789,0.1308594,0.002929688,-0.2231445
29623,-1.5,6.6875,-2,-0.1035156,0.04052734,1.001465,0.1308594,0.002929688,-0.2216797
29625,-1.6875,6.9375,-2.4375,-0.1113281,0.03320313,0.9897461,0.1308594,0.002929688,-0.2216797
29626,-2.0625,6.8125,-2.8125,-0.1113281,0.03320313,0.9897461,0.1318359,0.002929688,-0.2216797
29628,-2.125,7.375,-3.0625,-0.1113281,0.03662109,0.9975586,0.1318359,0.00390625,-0.2231445
29629,-2.6875,7.625,-3.4375,-0.1074219,0.04052734,0.9819336,0.1318359,0.00390625,-0.2231445
29631,-3.125,8.3125,-3.875,-0.09179688,0.04443359,0.9780273,0.1318359,0.002929688,-0.2231445
29632,-3.75,9.5,-4.125,-0.07226563,0.04443359,0.9472656,0.1318359,0.002929688,-0.2216797
29634,-4.4375,11.625,-4.625,-0.04492188,0.04443359,0.9204102,0.1318359,0.002929688,-0.2216797
29635,-4.125,14.625,-4.9375,-0.02978516,0.02539063,0.9204102,0.1333008,0.005371094,-0.2231445
29637,-3.5625,17.3125,-5.625,-0.03369141,0.009765625,0.9243164,0.1308594,0.00390625,-0.2202148
29638,-3.25,19.6875,-6.0625,-0.04492188,0.009765625,0.9047852,0.1308594,0.00390625,-0.2202148
29640,-2.1875,21.8125,-6.1875,-0.04101563,0.009765625,0.8896484,0.1318359,0.002929688,-0.2216797
29641,-1.125,23.9375,-6.4375,-0.06054688,-0.001464844,0.9394531,0.1308594,0.001464844,-0.2231445
29643,0.25,25,-6.125,-0.09570313,-0.03662109,0.9589844,0.1308594,0.001464844,-0.2231445
29644,1.875,24.5,-5.3125,-0.1308594,-0.05175781,0.9511719,0.1347656,0.00390625,-0.2216797
29646,4.1875,24,-4.0625,-0.1269531,-0.06347656,0.9472656,0.1333008,0.005371094,-0.2231445
29647,6.4375,23.875,-2.8125,-0.1113281,-0.06347656,0.9550781,0.1333008,0.005371094,-0.2231445
29649,8.375,23.9375,-1.8125,-0.1191406,-0.05566406,0.9667969,0.1333008,0.005371094,-0.2216797
29650,10.5,24.4375,-0.8125,-0.1230469,-0.05175781,0.9589844,0.1357422,0.002929688,-0.2202148
29652,11.75,24.1875,0.1875,-0.1269531,-0.06347656,0.9780273,0.1357422,0.002929688,-0.2202148
29653,13.5,24.5625,1.3125,-0.1269531,-0.02490234,0.9741211,0.1357422,0.002929688,-0.2202148
29655,15.0625,24.0625,2.125,-0.1386719,-0.02099609,0.9858398,0.1357422,0.002929688,-0.2192383
29657,15.3125,20.75,3.4375,-0.2553711,0.02148438,1.09375,0.1357422,0.002929688,-0.2192383
29659,14.375,17.75,3.25,-0.1777344,0.04833984,0.9897461,0.137207,0.002929688,-0.2216797
29660,14.25,18,3.1875,-0.1035156,0.009765625,0.9394531,0.137207,0.002929688,-0.2192383
29662,14.125,20.3125,3,-0.1074219,0.02148438,0.9936523,0.137207,0.002929688,-0.2192383
29663,13.125,20.875,2.875,-0.1503906,0.04052734,1.012695,0.1381836,0.002929688,-0.2202148
29665,12.0625,19.3125,2.5,-0.2045898,0.06787109,1.036133,0.1381836,0.001464844,-0.2177734
29666,10.375,17.0625,1.9375,-0.1967773,0.07568359,1.012695,0.1381836,0.001464844,-0.2177734
29668,9.1875,15.6875,1.5,-0.1777344,0.05615234,1.001465,0.1396484,0.001464844,-0.2177734
29669,9.1875,13.375,1.6875,-0.2124023,0.03320313,1.043945,0.1396484,0,-0.2202148
29671,8.9375,9.9375,1.5625,-0.2631836,0.06787109,1.089844,0.1396484,0,-0.2202148
29672,8.625,7.8125,1.4375,-0.1816406,0.05224609,0.9936523,0.1411133,0,-0.2192383
29674,8.4375,6.1875,1.6875,-0.2006836,0.04443359,1.040039,0.1396484,-0.0009765625,-0.2177734
29675,7.5625,5.9375,1.625,-0.1777344,0.06005859,1.024414,0.1396484,-0.0009765625,-0.2177734
29677,7,5.6875,1.5625,-0.1660156,0.03662109,1.001465,0.1396484,-0.0009765625,-0.2202148
29678,6.5625,5.1875,1.4375,-0.1777344,0.04443359,1.012695,0.1396484,-0.0009765625,-0.2192383
29680,6.75,4.5625,1.5,-0.1894531,0.03662109,1.016602,0.1396484,-0.0009765625,-0.2192383
29681,6.6875,3.5,1.9375,-0.1816406,0.03662109,1.016602,0.1411133,-0.0009765625,-0.2202148
29683,6.25,3.375,1.875,-0.1738281,0.02539063,1.012695,0.1396484,-0.001953125,-0.2177734
29684,6.4375,3.25,2.0625,-0.1738281,0.04052734,1.012695,0.1396484,-0.001953125,-0.2177734
29686,6.3125,2.9375,2.0625,-0.1582031,0.04833984,0.9897461,0.1396484,-0.0009765625,-0.2202148
29687,6.3125,3.125,1.9375,-0.1425781,0.03320313,0.9975586,0.1396484,-0.0009765625,-0.2163086
29689,5.75,4.6875,1.5,-0.1191406,0.07177734,1.008789,0.1396484,-0.0009765625,-0.2163086
29690,5.1875,6.3125,0.5,-0.1308594,0.06005859,1.001465,0.1396484,0,-0.2177734
29692,5.3125,7.1875,0,-0.1386719,0.03320313,0.9936523,0.1420898,0,-0.2163086
29693,4.625,7.9375,-0.375,-0.1347656,0.08349609,0.9936523,0.1420898,0,-0.2163086
29695,4.1875,9.0625,-1.8125,-0.1464844,0.06396484,1.024414,0.1411133,-0.001953125,-0.2177734
29696,4.5,9.125,-2.125,-0.1777344,0.005859375,1.02832,0.1420898,-0.001953125,-0.2163086
29698,5.3125,8.875,-2.5625,-0.1503906,0.02929688,0.9780273,0.1420898,-0.001953125,-0.2163086
29699,5,9.25,-3.5625,-0.1542969,0.06005859,1.001465,0.1435547,-0.001953125,-0.2177734
29701,5.0625,9.5,-4.4375,-0.1816406,0.06787109,1.005371,0.1420898,-0.001953125,-0.2163086
29702,5.125,9.5,-3.875,-0.1699219,0.06787109,0.9819336,0.1420898,-0.001953125,-0.2163086
29704,5.0625,9.625,-3.8125,-0.1503906,0.07958984,0.9897461,0.1435547,-0.001953125,-0.2192383
29705,5.6875,10.25,-2.875,-0.1738281,0.01757813,1.016602,0.1411133,0,-0.2192383
29707,6.5625,10.125,-1.875,-0.1738281,0.02539063,1.001465,0.1411133,0,-0.2192383
29708,6,10,-2.5,-0.1582031,0.08740234,0.9858398,0.1435547,-0.001953125,-0.2177734
29710,5.875,10.5625,-2.6875,-0.1582031,0.06005859,0.9897461,0.1411133,-0.001953125,-0.2163086
29711,5.9375,11.75,-2.375,-0.1660156,0.04833984,1.012695,0.1411133,-0.001953125,-0.2163086
29713,5.6875,13,-2.125,-0.1699219,0.07958984,1.012695,0.1435547,-0.0009765625,-0.2163086
29714,5.375,12.0625,-2.8125,-0.2280273,0.05615234,0.9897461,0.1435547,-0.001953125,-0.2163086
29716,5.8125,10.5,-1.75,-0.1425781,0.03320313,0.9550781,0.1435547,-0.001953125,-0.2163086
29717,7,12.375,0,-0.1621094,0.02148438,1.040039,0.1420898,-0.003417969,-0.2148438
29719,7.4375,14.25,1.5625,-0.1816406,0.04052734,1.040039,0.1450195,-0.001953125,-0.2163086
29720,7.4375,13.1875,2.3125,-0.2202148,0.07568359,0.9819336,0.1450195,-0.001953125,-0.2163086
29722,7.4375,10.25,3.9375,-0.2397461,0.07177734,0.9819336,0.1435547,-0.003417969,-0.2148438
29723,7.8125,8.875,5.625,-0.2045898,0.03320313,0.9936523,0.1435547,-0.003417969,-0.2148438
29725,8.0625,9.5,7.125,-0.1928711,0.06005859,1.020508,0.1435547,-0.003417969,-0.2148438
29726,7.6875,10.125,7.9375,-0.1928711,0.09130859,1.016602,0.1435547,-0.0009765625,-0.2163086
29728,7.75,8.0625,8,-0.1582031,0.09130859,0.9780273,0.1435547,-0.003417969,-0.2148438
29729,8.25,9.3125,7.9375,-0.1777344,0.04052734,1.043945,0.1435547,-0.003417969,-0.2148438
29731,8.0625,10.75,8.125,-0.1816406,0.06787109,1.043945,0.1459961,-0.004882813,-0.2124023
29732,8.5,10.625,7.9375,-0.1894531,0.04833984,1.008789,0.1450195,-0.004882813,-0.2133789
29734,9.1875,10,8.5625,-0.2124023,0.03320313,1.020508,0.1450195,-0.004882813,-0.2133789
29735,9.75,9.6875,9.1875,-0.2045898,0.03662109,1.020508,0.1474609,-0.005859375,-0.2133789
29737,10.5,9.875,9.875,-0.2124023,0.04833984,1.047363,0.1459961,-0.005859375,-0.2133789
29738,11.4375,9.3125,11.625,-0.2202148,0.02148438,1.032227,0.1459961,-0.005859375,-0.2133789
29740,12.125,8.0625,14.0625,-0.2084961,0.06787109,1.012695,0.1474609,-0.004882813,-0.2133789
29741,11.8125,7.25,14.125,-0.2006836,0.09521484,1.036133,0.1489258,-0.005859375,-0.2133789
29743,11.375,8.1875,14.125,-0.1542969,0.1108398,1.05127,0.1489258,-0.005859375,-0.2133789
29744,12.75,11.6875,13.1875,-0.1035156,0.02539063,1.062988,0.1489258,-0.004882813,-0.2133789
29746,15.8125,17.5625,12.875,-0.06835938,-0.009277344,1.066895,0.1489258,-0.004882813,-0.2124023
29747,17.0625,23.25,13.125,0.02050781,0.07177734,1.008789,0.1489258,-0.004882813,-0.2124023
29749,14.875,34.1875,12.0625,0.2270508,0.1845703,1.02832,0.1489258,-0.005859375,-0.2133789
29750,12.125,57.4375,9.625,0.4179688,0.2387695,1.170898,0.1489258,-0.005859375,-0.2133789
29752,9.1875,90.3125,2.9375,0.4643555,0.2426758,1.321289,0.1489258,-0.005859375,-0.2133789
29755,8.4375,120.5625,-1.9375,0.5151367,0.199707,1.197754,0.1513672,-0.008789063,-0.2133789
29757,14.375,153.9375,-6.875,0.7138672,0.09130859,1.20166,0.1552734,-0.007324219,-0.2124023
29758,25.9375,201.9375,-10,0.8188477,-0.05566406,1.475586,0.1552734,-0.007324219,-0.2124023
29760,33.4375,248.75,-10.9375,0.8540039,0.001953125,1.440918,0.1591797,-0.007324219,-0.206543
29761,43.8125,300.0625,-17.5625,0.7294922,0.01757813,1.575684,0.1669922,-0.008789063,-0.2026367
29763,62.0625,370.0625,-26.5625,1.301758,-0.2885742,2.069336,0.1669922,-0.008789063,-0.2026367
29764,95.625,467.4375,-24.75,1.889648,-0.6728516,2.489746,0.1748047,-0.01025391,-0.1958008
29766,90.1875,565.25,-13.5625,2.46582,0.2890625,2.478027,0.1835938,-0.01025391,-0.1860352
29767,95.125,689.625,-12.0625,2.785156,-0.08691406,4.074219,0.1835938,-0.01025391,-0.1860352
29769,104.5625,772.4375,0.3125,1.854492,-0.6611328,2.76709,0.1943359,-0.01416016,-0.175293
29770,163,830,3.1875,1.640625,-1.196777,3.484375,0.2109375,-0.015625,-0.1601563
29772,189.875,777.1875,-31.1875,2.368652,-0.7387695,4.224609,0.2109375,-0.015625,-0.1601563
29773,194.9375,786.25,-80.1875,5.246094,-0.925293,6.672852,0.2241211,-0.01953125,-0.1396484
29775,195.625,725.6875,-134.4375,5.207031,-0.8203125,6.834473,0.2368164,-0.01806641,-0.1201172
29776,185.0625,621.3125,-165,2.551758,-0.7504883,7.470703,0.2368164,-0.01806641,-0.1201172
29778,144.375,324,-143.5625,-1.641602,0.5336914,6.244629,0.2446289,-0.02050781,-0.1064453
29779,56.375,64.1875,-117.25,-1.236816,1.554199,5.786133,0.25,-0.01660156,-0.09814453
29781,-43.3125,-85.6875,-108.0625,1.297852,1.682129,4.428711,0.25,-0.01660156,-0.09814453
29782,-102.4375,-113.75,-104.75,3.419922,0.9101563,2.921387,0.2470703,-0.015625,-0.09814453
29784,-117,-63.625,-95.75,4.183105,0.2695313,1.837891,0.2470703,-0.01123047,-0.1025391
29785,-117.0625,1.75,-86.3125,3.887207,0.1494141,1.229004,0.2470703,-0.01123047,-0.1025391
29787,-120.6875,46.0625,-79,3.030762,0.230957,0.9550781,0.2460938,-0.007324219,-0.1040039
29788,-119.875,57.375,-73.8125,2.36084,0.2036133,0.9511719,0.2485352,-0.001953125,-0.1010742
29790,-112.8125,40.125,-71.75,1.683105,0.1455078,1.05127,0.2485352,-0.001953125,-0.1010742
29791,-100.8125,7.625,-73.9375,1.344727,0.09521484,1.205566,0.2485352,-0.0009765625,-0.09960938
29793,-85.0625,-28.125,-78.9375,1.293945,0.05615234,1.274902,0.2470703,0.001464844,-0.09716797
29794,-63.375,-58.375,-85,1.379395,0.01367188,1.325195,0.2470703,0.001464844,-0.09716797
29796,-39.1875,-80,-87.25,1.527344,-0.02099609,1.317383,0.2470703,0.005371094,-0.09960938
29797,-16.75,-94.8125,-89.4375,1.617188,0.07958984,1.267578,0.2485352,0.006835938,-0.1025391
29799,-1,-105.6875,-89,1.617188,0.2270508,1.221191,0.2485352,0.006835938,-0.1025391
29800,7.5,-115.8125,-86.9375,1.5,0.3549805,1.140137,0.2446289,0.01074219,-0.1040039
29802,11.25,-128.25,-81.3125,1.333008,0.4482422,1.055176,0.2436523,0.01220703,-0.109375
29803,11.125,-142.25,-72.9375,1.157715,0.5532227,0.9165039,0.2436523,0.01220703,-0.109375
29805,7.6875,-155.9375,-62.75,1.083496,0.5996094,0.831543,0.2397461,0.01464844,-0.1108398
29806,0.5,-167.0625,-51.5,1.033203,0.6538086,0.7583008,0.2397461,0.01464844,-0.1176758
29808,-8.5,-174.75,-40.9375,1.017578,0.6342773,0.7314453,0.2397461,0.01464844,-0.1176758
29809,-17.0625,-180.125,-31.375,0.9824219,0.5800781,0.7158203,0.234375,0.01757813,-0.1230469
29811,-22.125,-186.4375,-24.4375,0.9277344,0.4443359,0.7197266,0.2319336,0.01611328,-0.1259766
29812,-22.125,-192.9375,-20.3125,0.8696289,0.28125,0.7661133,0.2319336,0.01611328,-0.1259766
29814,-18.0625,-200.375,-18.9375,0.8422852,0.1572266,0.847168,0.2290039,0.01855469,-0.128418
29815,-11.5,-208.5,-19.0625,0.8110352,0.07568359,0.9511719,0.2250977,0.02001953,-0.1337891
29817,-4.1875,-217.0625,-20.375,0.7797852,0.02539063,1.055176,0.2250977,0.02001953,-0.1337891
29818,2.6875,-225.9375,-21.4375,0.7368164,0.001953125,1.151855,0.2226563,0.02001953,-0.1367188
29820,8.3125,-235.625,-22.25,0.6748047,0.01367188,1.225098,0.21875,0.02001953,-0.1450195
29821,11,-245.4375,-22.4375,0.5927734,0.05615234,1.270996,0.21875,0.02001953,-0.1450195
29823,10.5,-255.25,-21.6875,0.5385742,0.07568359,1.267578,0.2148438,0.02148438,-0.1474609
29824,8,-264.125,-20.25,0.472168,0.1069336,1.259766,0.2124023,0.02294922,-0.1533203
29826,4.125,-272.3125,-18.3125,0.421875,0.1108398,1.240234,0.2124023,0.02294922,-0.1533203
29827,0.875,-278.6875,-16.25,0.375,0.1181641,1.194336,0.2045898,0.02294922,-0.1625977
29829,-0.8125,-283.4375,-14.3125,0.3515625,0.09521484,1.15918,0.1992188,0.02294922,-0.1655273
29830,0.4375,-285.5625,-11.6875,0.3359375,0.05615234,1.166992,0.1992188,0.02294922,-0.1655273
29832,1.8125,-287.375,-10.0625,0.2929688,0.1069336,1.155762,0.1967773,0.02294922,-0.1708984
29833,6.125,-289.125,-6.5625,0.2270508,0.07568359,1.197754,0.1889648,0.02539063,-0.1777344
29835,11.8125,-292.3125,-2.0625,0.1762695,0.1220703,1.244141,0.1889648,0.02539063,-0.1777344
29836,17.375,-295.6875,3.25,0.1450195,0.1611328,1.325195,0.1865234,0.02539063,-0.1821289
29838,22.5,-299.0625,10,0.1567383,0.1918945,1.421387,0.1787109,0.02539063,-0.1889648
29839,26.0625,-302.125,17.5625,0.152832,0.2270508,1.502441,0.1787109,0.02539063,-0.1889648
29841,28.25,-305.0625,25.75,0.137207,0.2695313,1.614258,0.1723633,0.02392578,-0.1943359
29842,28.6875,-309.4375,34.0625,0.1064453,0.2929688,1.714355,0.1655273,0.02392578,-0.2011719
29844,28.125,-314.1875,42.125,0.05175781,0.2890625,1.811035,0.1655273,0.02392578,-0.2011719
29845,27.3125,-320.0625,49.625,-0.03759766,0.2583008,1.857422,0.1577148,0.02392578,-0.2050781
29847,27.875,-327.8125,56.8125,-0.1113281,0.1958008,1.86084,0.1489258,0.02294922,-0.2109375
29848,29.9375,-335.9375,62.1875,-0.1660156,0.1298828,1.837891,0.1489258,0.02294922,-0.2109375
29850,33.625,-342.9375,66.3125,-0.1894531,0.07177734,1.830078,0.1435547,0.02001953,-0.2163086
29852,38,-347.25,69.0625,-0.2006836,-0.001464844,1.787598,0.1347656,0.02001953,-0.2216797
29854,42.375,-350.3125,70.9375,-0.1855469,-0.03271484,1.780273,0.1347656,0.02001953,-0.2216797
29855,45.8125,-351.5625,72.1875,-0.1777344,-0.04785156,1.791504,0.1279297,0.01757813,-0.2260742
29857,48.125,-352.125,73.375,-0.1660156,-0.03662109,1.833984,0.1176758,0.01757813,-0.2285156
29858,48.875,-352.1875,74.125,-0.1699219,-0.02880859,1.907227,0.1176758,0.01757813,-0.2285156
29860,47.25,-353,75.8125,-0.1894531,0.005859375,1.976563,0.1098633,0.01464844,-0.2338867
29861,43.3125,-354.3125,76.625,-0.2241211,0.02148438,2,0.1010742,0.01074219,-0.2382813
29863,39,-356.5625,77.125,-0.2553711,0.009765625,1.988281,0.1010742,0.01074219,-0.2382813
29864,35.6875,-357,76.5,-0.2670898,-0.005371094,1.972656,0.09179688,0.009277344,-0.2421875
29866,32.3125,-357,75.5,-0.2592773,-0.04394531,1.918945,0.08544922,0.006835938,-0.2436523
29867,31.1875,-353.8125,73,-0.2045898,-0.09082031,1.953613,0.08544922,0.006835938,-0.2436523
29869,29.375,-348.875,69.625,-0.1738281,-0.05957031,1.996094,0.07470703,0.006835938,-0.2490234
29870,26.8125,-342.4375,66.375,-0.1425781,-0.01318359,2.061523,0.06445313,0.005371094,-0.2504883
29872,23.625,-335.0625,63.875,-0.1269531,0.06005859,2.177246,0.06445313,0.005371094,-0.2504883
29873,20.25,-328.125,62,-0.1503906,0.1108398,2.308105,0.05566406,0.002929688,-0.253418
29875,18.4375,-323.5,61.625,-0.2319336,0.1611328,2.439453,0.04638672,0.002929688,-0.253418
29876,15.8125,-322.6875,62.0625,-0.3413086,0.2426758,2.55127,0.04638672,0.002929688,-0.253418
29878,12.8125,-324,63.6875,-0.4697266,0.3203125,2.639648,0.03710938,0.002929688,-0.2548828
29879,9.75,-326.375,66.3125,-0.590332,0.362793,2.651367,0.02929688,0.001464844,-0.2573242
29881,8.0625,-329.25,68.9375,-0.7070313,0.3745117,2.63623,0.02929688,0.001464844,-0.2573242
29882,7.75,-329.6875,71.875,-0.7851563,0.3666992,2.608887,0.01904297,0,-0.2558594
29884,8.375,-327.625,74.6875,-0.8510742,0.3510742,2.601563,0.01025391,0,-0.2587891
29885,9.9375,-323.6875,77.375,-0.9331055,0.3203125,2.624512,0.01025391,0,-0.2587891
29887,10.9375,-318.8125,80,-1.014648,0.3164063,2.716797,0,0.001464844,-0.2548828
29888,10,-314.125,82.625,-1.150879,0.347168,2.759277,-0.007324219,-0.001953125,-0.2573242
29890,6.9375,-310.9375,85.25,-1.279297,0.3706055,2.763184,-0.007324219,-0.001953125,-0.2573242
29891,1.8125,-308.9375,88.125,-1.470215,0.4018555,2.632324,-0.01513672,0.001464844,-0.2558594
29893,-4.8125,-306.125,89.8125,-1.633789,0.4521484,2.443359,-0.02197266,0.001464844,-0.2558594
29894,-12.4375,-299.5625,90.625,-1.781738,0.4907227,2.196289,-0.02197266,0.001464844,-0.2558594
29896,-17.75,-289.0625,89.8125,-1.910156,0.4755859,1.972656,-0.03222656,0.00390625,-0.253418
29897,-20.9375,-275.75,86.625,-2.054199,0.4365234,1.72998,-0.04003906,0.002929688,-0.253418
29899,-21.5,-260.8125,79.8125,-2.213867,0.3666992,1.552734,-0.04003906,0.002929688,-0.253418
29900,-19.25,-247,68.6875,-2.377441,0.2504883,1.421387,-0.04638672,0.00390625,-0.253418
29902,-14.3125,-233.25,53.4375,-2.533203,0.1142578,1.371582,-0.05273438,0.00390625,-0.2480469
29903,-5.375,-219.625,34.375,-2.642578,-0.02099609,1.344238,-0.05273438,0.00390625,-0.2480469
29905,7.75,-204.0625,12.5,-2.751465,-0.1025391,1.355957,-0.06054688,0.00390625,-0.2490234
29906,22.625,-187.875,-9.375,-2.90332,-0.1450195,1.355957,-0.06738281,0.005371094,-0.246582
29908,37.1875,-172.3125,-30.1875,-3.062988,-0.1489258,1.367676,-0.06738281,0.005371094,-0.246582
29909,50.5,-158.875,-49.0625,-3.308105,-0.1176758,1.317383,-0.06835938,0.002929688,-0.2436523
29911,60.8125,-140.6875,-62.6875,-3.452148,-0.009277344,1.244141,-0.07519531,0.001464844,-0.2451172
29912,68.375,-126.1875,-70.3125,-3.689941,0.1259766,1.055176,-0.07519531,0.001464844,-0.2451172
29914,69.5,-106.3125,-71.1875,-3.845703,0.3125,0.8588867,-0.08007813,0,-0.2421875
29915,64.25,-83.6875,-65,-4.005371,0.4829102,0.6352539,-0.08154297,-0.0009765625,-0.2412109
29917,53.5,-59.8125,-53.5,-4.129883,0.6230469,0.4116211,-0.08154297,-0.0009765625,-0.2412109
29918,36.8125,-34.625,-39,-4.223145,0.7470703,0.1879883,-0.08251953,-0.003417969,-0.2412109
29920,15.125,-7.3125,-22.0625,-4.242676,0.7626953,0.07226563,-0.08398438,-0.004882813,-0.2421875
29921,-8.875,18.5625,-7.4375,-4.20752,0.7275391,0.05273438,-0.08398438,-0.004882813,-0.2421875
29923,-31.1875,43.8125,3.0625,-4.09082,0.5761719,0.1416016,-0.08398438,-0.004882813,-0.2397461
29924,-46.875,68.9375,9,-3.942871,0.4057617,0.2651367,-0.08251953,-0.004882813,-0.2421875
29926,-55.5,95.0625,10.1875,-3.732422,0.215332,0.4770508,-0.08251953,-0.004882813,-0.2421875
29927,-58.9375,119.1875,7.3125,-3.549805,0.08740234,0.7124023,-0.08007813,-0.003417969,-0.2436523
29929,-58.1875,139.625,1.9375,-3.38623,0.02539063,0.9355469,-0.07519531,-0.001953125,-0.2451172
29930,-55.4375,157.6875,-3.125,-3.222656,0.04443359,1.140137,-0.07519531,-0.001953125,-0.2451172
29932,-52.125,172.25,-6,-3.074707,0.1298828,1.336914,-0.07519531,0,-0.246582
29933,-55.6875,134.1875,5.3125,-2.630859,0.4599609,1.205566,-0.06982422,0.001464844,-0.2490234
29935,-116.125,131.0625,7.625,-2.213867,0.6616211,0.6967773,-0.06982422,0.001464844,-0.2490234
29936,-128.75,-14.9375,69.3125,-0.07226563,0.5566406,0.9433594,-0.06591797,0.00390625,-0.2480469
29938,-183.25,40.625,69.875,2.376465,-0.8007813,0.02587891,-0.06445313,0.006835938,-0.2480469
29939,-86.5,70.5625,79.875,4.416992,-2.687012,-2.664551,-0.06445313,0.006835938,-0.2480469
29941,49.125,209.75,47.125,7.769531,-2.605469,-6.419922,-0.06347656,0.01220703,-0.2480469
29942,95.375,701.6875,-33.25,7.94873,-1.290039,-1.276855,-0.05566406,0.01074219,-0.2480469
29944,73,1057.125,-63.375,4.295898,0.6342773,0.9819336,-0.05566406,0.01074219,-0.2480469
29945,51.4375,945.4375,-42.875,-4.453125,1.969238,1.375488,-0.03222656,0.009277344,-0.2519531
29947,4.375,619.6875,11.1875,-7.996582,1.224121,3.950684,-0.004882813,0.006835938,-0.2548828
29950,-8,324.75,44.3125,-6.964355,1.216797,4.717773,-0.004882813,0.006835938,-0.2548828
29952,-7.625,201.625,72,-3.409668,0.6342773,3.935059,0.006347656,0.006835938,-0.2558594
29953,-2.5625,191.5625,67.75,-0.4267578,-0.3935547,3.233398,0.01269531,0.006835938,-0.2558594
29955,7.4375,230.25,47.875,0.7915039,-1.188965,2.855957,0.01269531,0.006835938,-0.2558594
29956,15.5,261.1875,21.75,0.9550781,-1.328613,2.682129,0.01904297,0.006835938,-0.2558594
29958,26.4375,275.3125,4.5,0.6630859,-1.328613,2.70166,0.02832031,0.00390625,-0.2548828
29959,43.375,274.75,-12.875,0.2773438,-1.495605,2.246582,0.02832031,0.00390625,-0.2548828
29961,57.375,265.75,-25.9375,-0.1660156,-1.181152,1.718262,0.03320313,0.005371094,-0.2558594
29962,65.5625,249.5625,-36.375,-0.4853516,-0.8398438,1.213379,0.04101563,0.002929688,-0.2573242
29964,68.3125,233.3125,-44.125,-0.5551758,-0.4711914,1.043945,0.04101563,0.002929688,-0.2573242
29965,67.8125,220.9375,-49.4375,-0.4111328,-0.1025391,1.09375,0.04785156,0,-0.253418
29967,68.875,212.9375,-50,-0.2045898,0.2075195,1.217285,0.05273438,0,-0.2548828
29968,65.875,198.9375,-41.0625,0.1411133,0.4946289,1.236328,0.05273438,0,-0.2548828
29970,148.25,132.6875,6.5625,4.763184,0.4716797,5.67041,0.05810547,-0.001953125,-0.2519531
