Using settings file RTIMULib.ini
IMU Name: L3GD20 + LSM303DLHC
IMU Init Succeeded
Recommended Poll Interval: 4mS

Time, gyroX, gyroY, gyroZ, accelX, accelY, accelZ, magX, magY, magZ, phi, theta, psi

149391603.663584, 0.009030, 0.030639, -0.042490, -0.015630, -0.030966, 0.982041, -0.564911, 3.907625, 11.634875, -0.031522, 0.015907, -1.659930

149391603.664396, 0.045682, -0.026171, -0.048904, -0.000000, 0.015516, 0.982041, -1.016840, 7.033725, 20.942776, -0.030228, 0.015340, -1.661534

149391603.665159, 0.044122, -0.052829, -0.046678, -0.000000, 0.015516, 0.982041, -1.419456, 9.534605, 28.342449, -0.028992, 0.014600, -1.663149

149391603.666179, 0.028542, -0.050521, -0.041809, -0.000000, 0.015516, 0.966453, -1.741549, 11.535309, 34.262188, -0.027821, 0.013763, -1.664844

149391603.667197, 0.011197, -0.022248, -0.040928, -0.000000, 0.015516, 0.966453, -1.999223, 13.135872, 38.997978, -0.026846, 0.013227, -1.666529

149391603.668195, 0.005580, -0.010717, -0.040665, -0.000000, 0.015516, 0.982041, -2.205363, 14.416323, 42.786610, -0.025952, 0.012821, -1.668187

149391603.669268, 0.021608, -0.027235, -0.041902, -0.015630, 0.015516, 0.982041, -2.390810, 15.563132, 45.794189, -0.024895, 0.012580, -1.668899

149391603.670269, 0.036402, -0.048489, -0.043711, -0.015630, 0.015516, 0.982041, -2.539169, 16.480581, 48.200256, -0.023729, 0.012155, -1.669595

149391603.671315, 0.045204, -0.060625, -0.042491, -0.000000, 0.015516, 0.966453, -2.657856, 17.214540, 50.125107, -0.022482, 0.011257, -1.671248

149391603.672338, 0.043953, -0.054863, -0.041298, -0.000000, 0.015516, 0.966453, -2.650123, 17.781298, 51.734962, -0.021281, 0.010452, -1.672738

149391603.673362, 0.018211, -0.039057, -0.038634, -0.031260, 0.000000, 0.950865, -2.643937, 18.234705, 53.022846, -0.020688, 0.010511, -1.672071

149391603.674404, -0.006093, -0.035843, -0.049781, -0.031260, 0.000000, 0.950865, -2.638988, 18.597429, 54.053154, -0.020354, 0.010593, -1.671476

149391603.675416, -0.025998, -0.044058, -0.057404, -0.062521, 0.000000, 0.982041, -2.696638, 18.908018, 54.830750, -0.020287, 0.011231, -1.669197

149391603.676486, 0.003254, -0.061071, -0.062774, -0.062521, 0.000000, 0.982041, -2.742758, 19.156488, 55.452827, -0.019927, 0.011651, -1.667067

149391603.677487, 0.001116, -0.072983, -0.052083, -0.062521, 0.015516, 0.935277, -2.779654, 19.355265, 55.950489, -0.019275, 0.012078, -1.664598

149391603.678516, -0.011765, -0.071446, -0.050090, -0.062521, 0.015516, 0.935277, -2.809171, 19.514286, 56.348618, -0.018764, 0.012491, -1.662186

149391603.679552, -0.017873, -0.067781, -0.058031, -0.015630, 0.000000, 0.935277, -2.894394, 19.539463, 56.690445, -0.018577, 0.011875, -1.662921

149391603.680587, -0.019889, -0.057982, -0.055913, -0.015630, 0.000000, 0.935277, -2.962572, 19.559605, 56.963909, -0.018413, 0.011371, -1.663684

149391603.681593, -0.024165, -0.049125, -0.048582, -0.078151, 0.000000, 0.966453, -3.017114, 19.575718, 57.182678, -0.018409, 0.012293, -1.660679

149391603.682637, -0.022161, -0.057060, -0.035599, -0.078151, 0.000000, 0.966453, -2.937530, 19.690649, 57.381020, -0.018392, 0.013099, -1.657531

149391603.683700, -0.022293, -0.065726, -0.020498, -0.078151, 0.031033, 0.950865, -2.873863, 19.782595, 57.539692, -0.017742, 0.013880, -1.653924

149391603.684704, -0.048435, -0.081386, -0.019468, -0.078151, 0.031033, 0.950865, -2.822929, 19.856150, 57.666630, -0.017347, 0.014528, -1.650306

149391603.685727, -0.064928, -0.081691, -0.024050, -0.046891, 0.031033, 0.997629, -2.823254, 19.853769, 57.768181, -0.017057, 0.014390, -1.649049

149391603.686780, -0.085388, -0.065619, -0.025935, -0.046891, 0.031033, 0.997629, -2.823514, 19.851866, 57.849419, -0.017004, 0.014394, -1.647843

149391603.687819, -0.105119, -0.051082, -0.026585, -0.062521, 0.000000, 0.982041, -2.823723, 19.850342, 57.914410, -0.017797, 0.014873, -1.645707

149391603.688846, -0.122341, -0.033860, -0.024531, -0.062521, 0.000000, 0.982041, -2.782817, 19.767490, 57.896431, -0.018735, 0.015523, -1.643548

149391603.689844, -0.126006, -0.008815, -0.021476, -0.015630, 0.015516, 0.982041, -2.750092, 19.701210, 57.882050, -0.019280, 0.015433, -1.644238

149391603.690878, -0.119167, 0.031736, -0.012652, -0.015630, 0.015516, 0.982041, -2.723912, 19.648186, 57.870544, -0.019788, 0.015753, -1.644817

149391603.691911, -0.107090, 0.064556, -0.009695, -0.046891, 0.031033, 0.982041, -2.702968, 19.605766, 57.861340, -0.019871, 0.017084, -1.643368

149391603.692940, -0.084803, 0.067084, -0.012481, -0.046891, 0.031033, 0.982041, -2.665677, 19.653463, 57.970596, -0.019724, 0.018410, -1.641927

149391603.693982, -0.067170, 0.049825, -0.006537, -0.031260, 0.000000, 0.966453, -2.635844, 19.691620, 58.058002, -0.020021, 0.019202, -1.641354

149391603.695022, -0.043032, 0.018278, -0.002811, -0.031260, 0.000000, 0.966453, -2.611978, 19.722145, 58.127926, -0.020064, 0.019657, -1.640719

149391603.696043, -0.019103, -0.010213, -0.004247, -0.000000, 0.015516, 0.966453, -2.633957, 19.644526, 58.207188, -0.019548, 0.019136, -1.642151

149391603.697087, 0.011200, -0.043187, -0.008942, -0.000000, 0.015516, 0.966453, -2.651541, 19.582430, 58.270599, -0.018735, 0.018286, -1.643626

149391603.698116, 0.025017, -0.063806, -0.008753, -0.000000, 0.015516, 0.966453, -2.665607, 19.532753, 58.321327, -0.017801, 0.017252, -1.645087

149391603.699140, 0.025686, -0.063360, -0.006775, -0.000000, 0.015516, 0.950865, -2.574179, 19.513420, 58.315262, -0.016872, 0.016249, -1.646409

149391603.700177, 0.004215, -0.040797, -0.003044, -0.000000, 0.015516, 0.950865, -2.501036, 19.497953, 58.310410, -0.016175, 0.015490, -1.647597

149391603.701182, -0.021289, -0.026483, -0.000887, -0.000000, 0.015516, 0.982041, -2.442522, 19.485580, 58.306526, -0.015753, 0.014903, -1.648677

149391603.702224, -0.041173, -0.011872, 0.008400, -0.000000, 0.015516, 0.982041, -2.436784, 19.455273, 58.350071, -0.015550, 0.014468, -1.649642

149391603.703277, -0.017044, -0.017370, 0.018480, -0.046891, 0.000000, 0.982041, -2.432193, 19.431026, 58.384907, -0.015444, 0.014971, -1.647512

149391603.704286, -0.017582, -0.037935, 0.041114, -0.046891, 0.000000, 0.982041, -2.428520, 19.411631, 58.412773, -0.015334, 0.015271, -1.645200

149391603.705313, -0.020501, -0.068232, 0.059982, -0.015630, -0.015483, 0.997629, -2.425582, 19.396114, 58.435066, -0.015535, 0.014603, -1.644588

149391603.706371, -0.006614, -0.096696, 0.075464, -0.015630, -0.015483, 0.997629, -2.443768, 19.302069, 58.452900, -0.015592, 0.013634, -1.643828

149391603.707363, 0.008774, -0.104527, 0.095702, 0.014889, 0.000000, 0.997629, -2.458317, 19.226831, 58.467167, -0.015209, 0.012046, -1.644848

149391603.708395, 0.012776, -0.109204, 0.116412, 0.014889, 0.000000, 0.997629, -2.469956, 19.166641, 58.478580, -0.014787, 0.010406, -1.645622

149391603.709440, 0.011909, -0.109895, 0.124127, 0.044666, 0.000000, 0.997629, -2.376585, 19.159306, 58.417740, -0.014454, 0.008174, -1.647923

149391603.710482, 0.010163, -0.106385, 0.121514, 0.044666, 0.000000, 0.997629, -2.301888, 19.153437, 58.369068, -0.014141, 0.006025, -1.650136

149391603.711498, 0.012939, -0.108033, 0.110883, 0.014889, 0.000000, 0.966453, -2.242131, 19.148743, 58.330132, -0.013740, 0.004524, -1.650677

149391603.712524, 0.030607, -0.121306, 0.094196, 0.014889, 0.000000, 0.966453, -2.091644, 19.247028, 58.275658, -0.013168, 0.002910, -1.651196

149391603.713571, 0.050765, -0.136884, 0.081673, -0.000000, 0.015516, 0.982041, -1.971254, 19.325657, 58.232079, -0.012066, 0.001451, -1.650866

149391603.714612, 0.064815, -0.143908, 0.080146, -0.000000, 0.015516, 0.982041, -1.874941, 19.388559, 58.197216, -0.010847, -0.000042, -1.650453

149391603.715639, 0.068481, -0.138716, 0.076786, 0.044666, 0.015516, 0.997629, -1.797892, 19.438881, 58.169327, -0.009697, -0.002362, -1.652733

149391603.716637, 0.068235, -0.115165, 0.065303, 0.044666, 0.015516, 0.997629, -1.736252, 19.336281, 58.240311, -0.008589, -0.004364, -1.655074

149391603.717718, 0.068891, -0.081345, 0.039410, 0.059555, 0.015516, 0.966453, -1.686940, 19.254202, 58.297096, -0.007478, -0.006409, -1.658569

149391603.718702, 0.051295, -0.054516, 0.016753, 0.059555, 0.015516, 0.966453, -1.647491, 19.188538, 58.342525, -0.006619, -0.008076, -1.662237

149391603.719732, 0.034191, -0.043215, -0.000962, 0.029778, 0.000000, 1.013217, -1.574859, 19.278864, 58.285572, -0.006157, -0.008943, -1.663791

149391603.720788, 0.018820, -0.036624, -0.021274, 0.029778, 0.000000, 1.013217, -1.516753, 19.351124, 58.240009, -0.005851, -0.009736, -1.665452

149391603.721797, 0.023806, -0.044225, -0.026806, 0.059555, 0.000000, 1.013217, -1.470269, 19.408932, 58.203560, -0.005569, -0.011161, -1.668747

149391603.722855, 0.035264, -0.049573, -0.026840, 0.059555, 0.000000, 1.013217, -1.371472, 19.414362, 58.221046, -0.005155, -0.012633, -1.671893

149391603.723863, 0.065917, -0.056902, -0.033152, 0.059555, 0.000000, 0.997629, -1.292434, 19.418707, 58.235039, -0.004460, -0.014142, -1.675001

149391603.724887, 0.083965, -0.051817, -0.043816, 0.029778, 0.000000, 0.997629, -1.229204, 19.422182, 58.246231, -0.003528, -0.014979, -1.676385

149391603.725945, 0.086682, -0.033384, -0.038409, 0.029778, 0.000000, 0.997629, -1.137548, 19.486187, 58.208538, -0.002559, -0.015624, -1.677598

149391603.726939, 0.081568, -0.015638, -0.024743, 0.014889, 0.000000, 0.997629, -1.064223, 19.537392, 58.178383, -0.001710, -0.015763, -1.677675

149391603.728010, 0.075067, 0.005622, -0.018541, 0.014889, 0.000000, 0.997629, -1.005562, 19.578356, 58.154259, -0.000885, -0.015687, -1.677640

149391603.729009, 0.062124, 0.011184, -0.016058, 0.029778, 0.000000, 0.982041, -0.958634, 19.611126, 58.134960, -0.000261, -0.015871, -1.678417

149391603.730046, 0.064704, 0.006763, -0.019607, 0.029778, 0.000000, 0.982041, -0.921092, 19.637342, 58.119522, 0.000401, -0.016091, -1.679179

149391603.731071, 0.074704, -0.003546, -0.026968, 0.029778, 0.000000, 0.997629, -0.891058, 19.658316, 58.107170, 0.001144, -0.016401, -1.679936

149391603.732095, 0.077317, -0.001677, -0.035370, 0.029778, 0.000000, 0.997629, -0.867030, 19.675095, 58.097290, 0.001901, -0.016685, -1.680736

149391603.733139, 0.088546, 0.010617, -0.039111, -0.000000, 0.000000, 0.997629, -0.868345, 19.729334, 58.089386, 0.002765, -0.016244, -1.679816

149391603.734180, 0.082496, 0.039098, -0.021244, -0.000000, 0.000000, 0.997629, -0.869397, 19.772724, 58.083061, 0.003544, -0.015522, -1.678730

149391603.735205, 0.074181, 0.060401, -0.000764, -0.000000, 0.000000, 0.982041, -0.870238, 19.807438, 58.078003, 0.004209, -0.014608, -1.677454

149391603.736252, 0.061556, 0.075874, 0.025565, -0.000000, 0.000000, 0.982041, -0.788765, 19.814800, 58.027306, 0.004743, -0.013542, -1.675850

149391603.737287, 0.058467, 0.074276, 0.034893, -0.000000, 0.000000, 0.966453, -0.723588, 19.820690, 57.986748, 0.005229, -0.012523, -1.674120

149391603.738319, 0.034511, 0.076002, 0.038046, -0.000000, 0.000000, 0.966453, -0.671445, 19.825401, 57.954300, 0.005460, -0.011509, -1.672341

149391603.739309, 0.007772, 0.071113, 0.036348, -0.000000, 0.000000, 0.950865, -0.629731, 19.869987, 57.951668, 0.005415, -0.010596, -1.670587

149391603.740359, -0.004950, 0.063037, 0.021829, -0.000000, 0.000000, 0.950865, -0.657969, 19.905657, 57.949562, 0.005247, -0.009739, -1.669023

149391603.741404, -0.032055, 0.059318, 0.003728, -0.000000, 0.031033, 0.966453, -0.680560, 19.934191, 57.947876, 0.005450, -0.008921, -1.667773

149391603.742419, -0.055001, 0.061359, -0.007115, -0.000000, 0.031033, 0.966453, -0.698632, 19.957018, 57.946529, 0.005432, -0.008117, -1.666676

149391603.743472, -0.073022, 0.071132, -0.008642, -0.000000, 0.046549, 1.013217, -0.733626, 19.995689, 57.922127, 0.005485, -0.007199, -1.665694

149391603.744497, -0.084342, 0.082492, -0.017729, -0.000000, 0.046549, 1.013217, -0.761622, 20.026627, 57.902603, 0.005444, -0.006204, -1.664850

149391603.745512, -0.096559, 0.095626, -0.028419, -0.015630, 0.000000, 0.982041, -0.784018, 20.051376, 57.886986, 0.004355, -0.004814, -1.663109

149391603.746551, -0.098712, 0.090921, -0.032306, -0.015630, 0.000000, 0.982041, -0.822471, 20.030359, 57.944466, 0.003245, -0.003475, -1.661488

149391603.747579, -0.070322, 0.061798, -0.030729, -0.031260, 0.000000, 0.997629, -0.853234, 20.013546, 57.990448, 0.002426, -0.002160, -1.659019

149391603.748622, -0.035054, 0.028504, -0.037258, -0.031260, 0.000000, 0.997629, -0.877844, 20.000095, 58.027233, 0.001976, -0.001202, -1.656695

149391603.749662, -0.002921, -0.002296, -0.029596, -0.000000, 0.015516, 0.966453, -0.918069, 19.928110, 58.010014, 0.002227, -0.001196, -1.656245

149391603.750643, 0.020762, -0.016300, -0.017611, -0.000000, 0.015516, 0.966453, -0.950248, 19.870522, 57.996239, 0.002703, -0.001324, -1.655709

149391603.751713, 0.027202, -0.011771, -0.018436, -0.015630, 0.015516, 0.982041, -0.975992, 19.824451, 57.985218, 0.003236, -0.001091, -1.654258

149391603.752713, 0.017958, -0.008533, -0.016852, -0.015630, 0.015516, 0.982041, -0.996587, 19.787594, 57.976402, 0.003650, -0.000825, -1.652829

149391603.753754, 0.005321, -0.000879, 0.003536, -0.015630, 0.015516, 0.982041, -0.951454, 19.778517, 57.992676, 0.003934, -0.000490, -1.651180

149391603.754817, 0.024644, 0.002429, 0.019607, -0.031260, 0.000000, 0.997629, -0.915347, 19.771255, 58.005692, 0.004073, 0.000165, -1.648455

149391603.755831, 0.021733, 0.004471, 0.013214, -0.031260, 0.000000, 0.997629, -0.886462, 19.765446, 58.016106, 0.004170, 0.000826, -1.645828

149391603.756861, 0.038917, -0.001902, 0.019215, -0.000000, 0.000000, 0.966453, -0.863354, 19.760798, 58.071083, 0.004479, 0.000788, -1.645007

149391603.757894, 0.041387, -0.014719, 0.036153, -0.000000, 0.000000, 0.966453, -0.844867, 19.757080, 58.115067, 0.004809, 0.000620, -1.644012

149391603.758889, 0.050382, -0.031154, 0.055425, -0.015630, 0.000000, 0.982041, -0.830078, 19.754107, 58.150253, 0.005193, 0.000615, -1.641911

149391603.759953, 0.050817, -0.043953, 0.065620, -0.015630, 0.000000, 0.982041, -0.838783, 19.792543, 58.108429, 0.005608, 0.000455, -1.639719

149391603.760951, 0.068883, -0.050503, 0.069920, 0.014889, -0.015483, 0.966453, -0.845747, 19.823292, 58.074970, 0.005847, -0.000357, -1.639332

149391603.762001, 0.074609, -0.053027, 0.076820, 0.014889, -0.015483, 0.966453, -0.851318, 19.847891, 58.048203, 0.006175, -0.001205, -1.638849

149391603.763015, 0.078121, -0.041446, 0.068027, 0.014889, 0.000000, 0.950865, -0.773630, 19.928795, 58.026791, 0.006824, -0.001909, -1.638499

149391603.764085, 0.054350, -0.018746, 0.066295, 0.014889, 0.000000, 0.950865, -0.711479, 19.993519, 58.009659, 0.007254, -0.002384, -1.638069

149391603.765094, 0.022110, -0.000411, 0.066993, 0.029778, 0.000000, 0.935277, -0.661758, 20.045298, 57.995956, 0.007310, -0.002978, -1.638551

149391603.766136, 0.021345, 0.006474, 0.063489, 0.029778, 0.000000, 0.935277, -0.621982, 20.086721, 57.984993, 0.007364, -0.003489, -1.638994

149391603.767162, -0.003622, 0.010823, 0.064844, 0.014889, 0.000000, 0.919689, -0.508015, 20.099451, 58.022869, 0.007177, -0.003639, -1.638415

149391603.768206, -0.028961, 0.018668, 0.073346, 0.014889, 0.000000, 0.919689, -0.416842, 20.109636, 58.053169, 0.006735, -0.003704, -1.637659

149391603.769235, -0.042400, 0.018363, 0.072429, 0.044666, 0.031033, 0.966453, -0.343903, 20.117785, 58.077412, 0.006770, -0.004397, -1.638894

149391603.770225, -0.057654, 0.011398, 0.059841, 0.044666, 0.031033, 0.966453, -0.347162, 20.144711, 58.026833, 0.006673, -0.005150, -1.640250

149391603.771259, -0.068101, 0.016540, 0.038847, 0.029778, 0.031033, 0.950865, -0.349768, 20.166250, 57.986370, 0.006488, -0.005521, -1.640839

149391603.772316, -0.073843, 0.027255, 0.024575, 0.029778, 0.031033, 0.950865, -0.351853, 20.183483, 57.953999, 0.006232, -0.005768, -1.641553

149391603.773359, -0.086977, 0.037029, 0.023047, 0.074444, 0.015516, 0.966453, -0.332985, 20.095228, 57.881454, 0.005415, -0.006828, -1.644800

149391603.774375, -0.095910, 0.042528, 0.036316, 0.074444, 0.015516, 0.966453, -0.317891, 20.024624, 57.823421, 0.004550, -0.007823, -1.647853

149391603.775384, -0.109738, 0.039839, 0.033160, 0.044666, 0.031033, 0.966453, -0.305815, 19.968142, 57.776993, 0.003980, -0.008221, -1.649255

149391603.776410, -0.092179, 0.039598, 0.020801, 0.044666, 0.031033, 0.966453, -0.296155, 19.943363, 57.856468, 0.003581, -0.008606, -1.650747

149391603.777473, -0.083321, 0.046623, 0.019579, 0.014889, 0.000000, 0.997629, -0.308962, 19.923540, 57.920052, 0.002641, -0.008248, -1.650119

149391603.778502, -0.073793, 0.059994, 0.023054, 0.014889, 0.000000, 0.997629, -0.319209, 19.907682, 57.970917, 0.001844, -0.007778, -1.649487

149391603.779520, -0.063568, 0.065608, 0.028548, 0.014889, 0.015516, 0.997629, -0.327406, 19.894997, 58.011608, 0.001483, -0.007264, -1.648886

149391603.780562, -0.049672, 0.070506, 0.044691, 0.014889, 0.015516, 0.997629, -0.251818, 19.864439, 58.067486, 0.001255, -0.006695, -1.648048

149391603.781618, -0.042945, 0.061247, 0.064681, 0.014889, 0.015516, 0.997629, -0.191348, 19.839993, 58.112190, 0.001094, -0.006223, -1.646954

149391603.782632, -0.042938, 0.040523, 0.100694, 0.014889, 0.015516, 1.013217, -0.142972, 19.820436, 58.147953, 0.000948, -0.005988, -1.645486

149391603.783654, -0.041436, 0.024122, 0.124289, 0.014889, 0.015516, 1.013217, -0.165880, 19.763975, 58.153236, 0.000814, -0.005918, -1.643830

149391603.784658, -0.011261, 0.020325, 0.107021, -0.000000, 0.031033, 0.997629, -0.184206, 19.718805, 58.157463, 0.001299, -0.005583, -1.641524

149391603.785698, 0.021567, 0.012721, 0.056928, -0.000000, 0.031033, 0.997629, -0.198868, 19.682669, 58.160847, 0.002108, -0.005325, -1.639754

149391603.786764, 0.033372, 0.027702, 0.010580, 0.029778, 0.031033, 1.013217, -0.190060, 19.653761, 58.140228, 0.003017, -0.005527, -1.640391

149391603.787757, 0.041341, 0.052833, 0.003181, 0.029778, 0.031033, 1.013217, -0.183014, 19.630634, 58.123734, 0.003963, -0.005499, -1.641089

149391603.788789, 0.033892, 0.057701, -0.002567, 0.014889, 0.015516, 0.997629, -0.177378, 19.612133, 58.110538, 0.004539, -0.005102, -1.640826

149391603.789834, 0.037365, 0.037350, -0.032413, 0.014889, 0.015516, 0.997629, -0.172868, 19.597332, 58.099983, 0.005145, -0.004913, -1.640871

149391603.790871, 0.031794, 0.016231, -0.038010, -0.000000, 0.000000, 0.982041, -0.169261, 19.585491, 58.138187, 0.005364, -0.004651, -1.640028

149391603.791879, 0.024846, 0.007817, -0.010300, -0.000000, 0.000000, 0.982041, -0.166375, 19.576017, 58.168751, 0.005500, -0.004484, -1.638914

149391603.792922, 0.023426, 0.010941, 0.003372, 0.014889, 0.000000, 0.966453, -0.164066, 19.568439, 58.193199, 0.005630, -0.004591, -1.638600

149391603.793995, 0.023829, 0.004133, 0.012271, 0.014889, 0.000000, 0.966453, -0.141683, 19.603193, 58.142788, 0.005770, -0.004766, -1.638173

149391603.794997, 0.028710, -0.003429, 0.002445, 0.014889, 0.000000, 0.966453, -0.123776, 19.630997, 58.102459, 0.005938, -0.005013, -1.637839

