1189815.16266, 3,  -0.011,  2.647,-12.517, 4,   0.763,  0.143, -0.120, 5,   3.050,-39.076, 42.436, 82,  -0.219,  0.303,  0.067, 83,   0.493,  2.052, -9.577
1189815.18280, 3,  -0.038,  2.635,-13.283, 4,   0.758,  0.205, -0.051, 5,   4.134,-37.912, 43.408, 82,  -0.680,  0.396, -1.013, 83,   0.499,  1.757, -9.635
1189815.20294, 3,   0.428,  2.869,-14.264, 4,   0.639,  0.131,  0.054, 5,   4.607,-38.211, 43.617, 82,  -0.253,  0.777, -1.916, 83,   0.522,  1.641, -9.654
1189815.22309, 3,   1.029,  2.514,-14.085, 4,   0.398, -0.040, -0.077, 5,   4.327,-38.211, 46.327, 82,   0.354,  0.529, -1.705, 83,   0.531,  1.558, -9.668
1189815.24323, 3,   0.851,  2.169,-13.082, 4,   0.226, -0.042, -0.177, 5,   5.203,-37.807, 46.861, 82,   0.222,  0.227, -0.634, 83,   0.520,  1.508, -9.676
1189815.26337, 3,   0.290,  2.160,-12.905, 4,   0.226,  0.080, -0.143, 5,   5.470,-37.692, 46.823, 82,  -0.348,  0.267, -0.409, 83,   0.512,  1.476, -9.681
1189815.28351, 3,   0.016,  2.058,-13.090, 4,   0.330,  0.024, -0.161, 5,   5.171,-38.290, 48.279, 82,  -0.632,  0.204, -0.572, 83,   0.503,  1.426, -9.689
1189815.30365, 3,   0.059,  2.166,-13.179, 4,   0.366, -0.050, -0.130, 5,   6.987,-38.242, 49.771, 82,  -0.615,  0.411, -0.627, 83,   0.478,  1.362, -9.700
1189815.32379, 3,   0.436,  2.135,-13.205, 4,   0.296, -0.045, -0.121, 5,   7.372,-38.211, 50.029, 82,  -0.163,  0.430, -0.672, 83,   0.461,  1.310, -9.708
1189815.34394, 3,   0.394,  2.093,-12.851, 4,   0.170, -0.026, -0.192, 5,   8.630,-37.268, 51.260, 82,  -0.130,  0.531, -0.327, 83,   0.448,  1.281, -9.712
1189815.36408, 3,   0.022,  1.575,-12.435, 4,   0.094,  0.020, -0.201, 5,   7.999,-37.628, 51.823, 82,  -0.492, -0.103,  0.129, 83,   0.432,  1.256, -9.716
1189815.38422, 3,  -0.145,  1.875,-12.228, 4,   0.100, -0.059, -0.146, 5,   7.890,-37.692, 51.886, 82,  -0.757,  0.242,  0.300, 83,   0.409,  1.246, -9.719
1189815.40436, 3,   0.265,  2.011,-11.905, 4,   0.215, -0.051, -0.179, 5,   8.536,-38.017, 52.832, 82,  -0.259,  0.385,  0.622, 83,   0.389,  1.225, -9.722
1189815.42450, 3,   0.468,  2.163,-11.967, 4,   0.531,  0.084, -0.137, 5,   9.056,-38.831, 52.434, 82,  -0.152,  0.667,  0.848, 83,   0.387,  1.163, -9.730
1189815.44464, 3,   1.192,  2.427,-13.791, 4,   0.860,  0.288, -0.095, 5,   9.100,-38.902, 52.391, 82,   0.385,  0.779, -0.349, 83,   0.426,  1.050, -9.741
1189815.46478, 3,   1.360,  2.673,-16.298, 4,   0.848, -0.245, -0.585, 5,  11.484,-38.564, 55.052, 82,   1.487,  2.228, -3.999, 83,   0.447,  0.918, -9.753
1189815.48493, 3,  -0.798,  0.500,-14.588, 4,   0.386,  0.066, -0.455, 5,  12.358,-37.718, 55.585, 82,  -1.477, -0.812, -2.175, 83,   0.391,  0.783, -9.768
1189815.50507, 3,   0.149,  1.449,-13.179, 82,  -0.826,  0.330, -0.733, 83,   0.395,  0.766, -9.769
1189815.52521, 3,   1.032,  1.650,-11.967, 4,  -0.129,  0.154,  0.129, 5,  12.404,-37.688, 55.641, 82,   0.760,  0.669,  0.484, 83,   0.416,  0.819, -9.764
1189815.54535, 3,   0.378,  1.508,-11.459, 4,  -0.290, -0.088, -0.097, 5,  13.788,-37.326, 58.298, 82,  -0.148,  0.290,  1.603, 83,   0.376,  0.867, -9.761
1189815.56549, 3,   0.605,  1.753,-12.928, 4,  -0.099, -0.282, -0.295, 5,  14.459,-36.656, 58.298, 82,   0.047,  0.558,  0.539, 83,   0.315,  0.880, -9.762
1189815.58563, 3,   0.269,  1.543,-14.754, 4,   0.102, -0.333, -0.251, 5,  14.459,-36.702, 58.211, 82,   0.615,  0.721, -1.767, 83,   0.240,  0.869, -9.765
1189815.60578, 3,  -1.219,  1.082,-14.374, 4,   0.107, -0.534, -0.408, 5,  14.497,-37.502, 57.098, 82,  -1.158, -0.207, -2.342, 83,   0.100,  0.863, -9.768
1189815.62592, 3,  -0.879,  1.549,-12.610, 4,  -0.137, -0.586, -0.460, 5,  14.804,-38.730, 58.298, 82,  -1.527,  0.166, -0.137, 83,  -0.024,  0.907, -9.765
1189815.64606, 3,   0.259,  1.726,-12.039, 4,  -0.278, -0.338, -0.066, 5,  15.117,-38.612, 58.298, 82,   0.385,  0.634,  0.811, 83,  -0.059,  0.953, -9.760
1189815.66620, 3,   0.012,  1.567,-12.561, 4,  -0.026, -0.045,  0.044, 5,  17.471,-37.692, 58.060, 82,   0.254,  0.233,  0.681, 83,  -0.057,  0.943, -9.761
1189815.68634, 3,  -0.229,  1.724,-13.263, 4,   0.200,  0.054, -0.062, 5,  16.879,-37.692, 56.610, 82,  -0.187,  0.524, -0.451, 83,  -0.046,  0.911, -9.764
1189815.70648, 3,   0.219,  1.693,-13.238, 4,   0.187,  0.106,  0.033, 5,  17.026,-37.663, 56.871, 82,  -0.161,  0.554, -0.454, 83,  -0.029,  0.897, -9.765
1189815.72663, 3,   0.632,  1.861,-11.566, 4,  -0.033,  0.069,  0.144, 5,  17.708,-37.555, 58.295, 82,   0.924,  0.418, -0.359, 83,   0.000,  0.922, -9.763
1189815.74677, 3,   0.250,  1.977,-10.341, 4,  -0.147,  0.073,  0.036, 5,  17.570,-37.692, 58.974, 82,   0.235,  0.912,  3.233, 83,   0.021,  0.949, -9.761
1189815.76691, 3,   0.005,  1.591,-12.129, 4,   0.113,  0.125, -0.111, 5,  17.570,-37.692, 58.974, 82,   0.180,  0.561,  1.449, 83,   0.043,  0.928, -9.763
1189815.78705, 3,  -0.275,  1.535,-13.394, 4,   0.254,  0.080, -0.217, 5,  17.384,-37.730, 58.794, 82,  -0.316,  0.248, -0.319, 83,   0.047,  0.874, -9.768
1189815.80719, 3,   0.163,  1.517,-13.080, 4,   0.354, -0.000, -0.227, 5,  16.705,-37.866, 58.130, 82,  -0.338,  0.625, -0.954, 83,   0.031,  0.814, -9.773
1189815.82733, 3,   0.148,  1.715,-10.310, 4,   0.387, -0.121, -0.042, 5,  16.939,-37.633, 58.267, 82,   0.596,  0.378,  0.343, 83,   0.016,  0.743, -9.778
1189815.84748, 3,  -0.661,  1.615, -8.583, 4,   0.485, -0.143, -0.011, 5,  17.570,-36.819, 59.082, 82,  -0.258,  1.216,  4.393, 83,  -0.025,  0.648, -9.785
1189815.86762, 3,  -1.117,  0.266,-10.680, 4,   1.056, -0.160,  0.036, 5,  17.570,-36.310, 60.323, 82,  -0.926,  0.694,  3.859, 83,  -0.046,  0.414, -9.798
1189815.88776, 3,  -0.105, -1.015,-13.528, 4,   1.901,  0.211,  0.417, 5,  17.831,-36.363, 60.681, 82,  -1.209, -0.556,  0.459, 83,  -0.012,  0.024, -9.807
1189815.90790, 3,   1.225, -0.437,-15.723, 4,   2.216,  0.257,  0.747, 5,  19.525,-35.938, 62.251, 82,   0.682, -0.831, -1.828, 83,   0.045, -0.428, -9.797
1189815.92804, 3,   0.136,  0.354,-10.504, 4,   2.080,  0.163,  0.562, 5,  21.892,-34.755, 63.867, 82,   1.460,  1.265, -3.858, 83,   0.084, -0.791, -9.774
1189815.94818, 3,  -0.237,  0.085,-10.512, 4,   1.195, -0.011,  0.129, 5,  22.322,-33.708, 63.808, 82,  -0.917,  1.672,  6.202, 83,   0.065, -0.958, -9.760
1189815.96832, 3,   0.150, -0.221,-11.962, 4,  -0.138, -0.114,  0.006, 5,  24.133,-31.946, 64.203, 82,   0.059,  1.044, -0.324, 83,   0.043, -0.901, -9.765
1189815.98847, 3,  -0.295, -0.239,-11.668, 4,  -0.423, -0.111, -0.002, 5,  25.867,-32.161, 65.048, 82,   0.139,  0.781,  1.197, 83,   0.023, -0.821, -9.772
1189816.00861, 3,   0.066, -0.127,-12.176, 4,  -0.048, -0.141, -0.041, 5,  25.446,-32.022, 65.186, 82,  -0.533,  0.827,  0.786, 83,  -0.009, -0.811, -9.773
1189816.02875, 3,  -0.052,  0.044, -8.691, 4,   0.275, -0.125, -0.002, 5,  25.607,-32.030, 65.179, 82,   0.414,  1.027,  0.221, 83,  -0.029, -0.860, -9.769
1189816.04889, 3,  -0.302, -0.314,-10.953, 4,   0.230, -0.022,  0.014, 5,  26.730,-32.335, 64.879, 82,  -0.214,  1.239,  5.565, 83,  -0.033, -0.887, -9.766
1189816.06903, 3,   0.005, -0.364,-12.638, 4,  -0.078,  0.099,  0.021, 5,  26.884,-31.566, 65.781, 82,  -0.299,  0.620, -0.093, 83,  -0.017, -0.863, -9.769
1189816.08917, 3,  -0.095, -0.502,-12.827, 4,  -0.219,  0.169,  0.042, 5,  26.468,-30.911, 66.014, 82,   0.113,  0.722, -0.145, 83,   0.018, -0.810, -9.773
1189816.10932, 3,   0.037,  0.078,-13.030, 4,  -0.280,  0.216,  0.035, 5,  25.694,-31.297, 64.879, 82,  -0.250,  0.396, -0.371, 83,   0.054, -0.755, -9.777
1189816.12946, 3,   0.289, -0.104,-13.020, 4,  -0.202,  0.138,  0.019, 5,  26.215,-32.515, 65.219, 82,   0.008,  1.202, -0.548, 83,   0.082, -0.702, -9.781
1189816.14960, 3,  -0.172, -0.529,-12.876, 4,  -0.111, -0.005,  0.037, 5,  26.305,-33.803, 65.805, 82,   0.240,  0.627, -0.461, 83,   0.082, -0.673, -9.783
1189816.16974, 3,  -0.832, -0.561,-11.951, 4,  -0.189, -0.008,  0.080, 5,  25.867,-33.890, 66.060, 82,  -0.406,  0.208, -0.297, 83,   0.076, -0.635, -9.786
1189816.18988, 3,   0.288, -0.103,-14.048, 4,  -0.353, -0.169,  0.189, 5,  26.610,-33.147, 65.880, 82,  -1.011,  0.177,  0.824, 83,   0.033, -0.567, -9.790
1189816.21002, 3,   0.472,  0.380,-12.372, 4,  -0.566,  0.045,  0.262, 5,  26.303,-33.076, 65.355, 82,   0.531,  0.580, -2.014, 83,   0.038, -0.451, -9.796
1189816.23017, 3,  -0.470,  0.186,-12.132, 4,  -0.563,  0.336,  0.167, 5,  25.522,-33.545, 65.048, 82,   0.314,  0.889,  0.680, 83,   0.104, -0.332, -9.800
1189816.25031, 3,   0.306,  0.138,-14.727, 4,  -0.297,  0.302,  0.137, 5,  25.623,-34.058, 63.948, 82,  -0.846,  0.472,  0.388, 83,   0.154, -0.266, -9.802
1189816.27045, 3,   0.282,  0.365,-11.899, 4,  -0.071,  0.101,  0.112, 5,  25.591,-33.893, 63.696, 82,   0.211,  0.452, -2.497, 83,   0.181, -0.243, -9.802
1189816.29059, 3,  -0.131,  0.305,-12.580, 4,  -0.001, -0.057,  0.054, 5,  25.522,-33.545, 64.035, 82,   0.038,  0.703,  1.165, 83,   0.171, -0.237, -9.802
1189816.31073, 3,   0.285,  0.405,-13.018, 4,  -0.000, -0.061,  0.026, 5,  25.407,-34.108, 64.806, 82,  -0.377,  0.591, -0.133, 83,   0.155, -0.232, -9.803
1189816.33087, 3,   0.391,  0.197,-13.031, 4,   0.002, -0.093,  0.020, 5,  24.467,-35.728, 64.787, 82,   0.157,  0.707, -0.458, 83,   0.139, -0.225, -9.803
1189816.35102, 3,   1.664,  0.822,-12.370, 4,   0.004, -0.135, -0.016, 5,  23.965,-36.482, 64.542, 82,   0.245,  0.462, -0.431, 83,   0.117, -0.222, -9.803
1189816.37116, 3,   0.119,  0.242,-13.059, 4,   0.002, -0.190, -0.032, 5,  24.947,-35.010, 64.062, 82,   1.755,  1.205,  0.339, 83,   0.100, -0.211, -9.804
1189816.39130, 3,  -0.659, -0.079,-12.926, 4,   0.001, -0.159, -0.035, 5,  24.287,-34.998, 63.982, 82,  -0.074,  0.465, -0.510, 83,   0.063, -0.207, -9.804
1189816.41144, 3,   0.042,  0.183,-12.798, 4,   0.003, -0.151, -0.029, 5,  23.793,-35.272, 64.035, 82,  -0.724,  0.175, -0.316, 83,   0.030, -0.206, -9.804
1189816.43158, 3,   0.027,  0.217,-12.864, 4,   0.002, -0.137, -0.007, 5,  24.683,-35.910, 63.664, 82,   0.055,  0.449, -0.190, 83,   0.002, -0.202, -9.805
1189816.45172, 3,  -0.045,  0.263,-13.062, 4,   0.000, -0.154, -0.002, 5,  25.694,-35.446, 63.530, 82,   0.023,  0.512, -0.451, 83,  -0.047, -0.194, -9.805
1189816.47186, 3,  -0.465,  0.292,-12.904, 4,   0.009, -0.286,  0.014, 5,  26.912,-35.582, 63.399, 82,  -0.349,  0.539, -0.286, 83,  -0.098, -0.191, -9.804
1189816.49201, 3,  -0.043,  0.215,-12.966, 4,   0.046, -0.179,  0.042, 5,  27.249,-35.078, 63.097, 82,   0.141,  0.471, -0.345, 83,  -0.142, -0.193, -9.804
1189816.51215, 3,  -0.059,  0.059,-12.982, 4,   0.052, -0.096,  0.021, 5,  27.249,-34.927, 63.023, 82,   0.158,  0.309, -0.364, 83,  -0.163, -0.201, -9.803
1189816.53229, 3,  -0.168,  0.139,-12.926, 4,   0.026, -0.044,  0.003, 5,  26.961,-35.504, 63.866, 82,   0.053,  0.447, -0.299, 83,  -0.174, -0.204, -9.803
1189816.55243, 3,  -0.133, -0.285,-12.953, 4,   0.005, -0.005, -0.022, 5,  27.048,-36.345, 63.043, 82,   0.090, -0.141, -0.324, 83,  -0.176, -0.207, -9.803
1189816.57257, 3,  -0.087,  0.752,-12.940, 4,   0.005,  0.001, -0.280, 5,  27.077,-36.482, 62.854, 82,   0.135,  1.092, -0.319, 83,  -0.174, -0.200, -9.803
1189816.59271, 3,  -0.082,  0.097,-12.884, 4,   0.002,  0.004, -0.385, 5,  27.545,-35.077, 63.618, 82,   0.155,  0.317, -0.214, 83,  -0.171, -0.199, -9.803
1189816.61286, 3,  -0.202,  0.348,-13.116, 4,   0.003,  0.002, -0.337, 5,  27.148,-35.077, 62.103, 82,   0.021,  0.613, -0.502, 83,  -0.169, -0.196, -9.803
1189816.63300, 3,  -0.226,  0.260,-12.957, 4,   0.002, -0.000, -0.132, 5,  27.077,-35.100, 61.842, 82,  -0.018,  0.519, -0.316, 83,  -0.168, -0.193, -9.803
1189816.65314, 3,  -0.175,  0.203,-12.936, 4,  -0.000,  0.002, -0.007, 5,  28.055,-34.775, 62.798, 82,   0.036,  0.453, -0.308, 83,  -0.168, -0.190, -9.803
1189816.67328, 3,  -0.154,  0.174,-12.874, 4,   0.003,  0.002, -0.001, 5,  28.270,-35.849, 63.008, 82,   0.063,  0.421, -0.208, 83,  -0.167, -0.187, -9.803
1189816.69342, 3,  -0.165,  0.159,-12.957, 4,   0.003,  0.001, -0.001, 5,  28.287,-35.965, 63.023, 82,   0.051,  0.387, -0.310, 83,  -0.166, -0.185, -9.804
1189816.71356, 3,  -0.179,  0.201,-12.943, 4,  -0.000, -0.000, -0.000, 5,  27.785,-33.794, 64.165, 82,   0.043,  0.435, -0.290, 83,  -0.166, -0.182, -9.804
1189816.73371, 3,  -0.203,  0.199,-12.949, 4,   0.001, -0.000, -0.001, 5,  27.768,-34.372, 64.525, 82,   0.005,  0.431, -0.288, 83,  -0.166, -0.178, -9.804
1189816.75385, 3,  -0.180,  0.183,-12.965, 82,   0.031,  0.418, -0.309, 83,  -0.165, -0.176, -9.804
1189816.77399, 3,  -0.180,  0.159,-12.951, 4,   0.003,  0.001, -0.001, 5,  27.782,-34.409, 64.500, 82,   0.042,  0.384, -0.299, 83,  -0.165, -0.173, -9.804
1189816.79413, 3,  -0.201,  0.156,-12.943, 4,   0.003,  0.002,  0.000, 5,  28.287,-34.927, 63.698, 82,   0.006,  0.367, -0.254, 83,  -0.164, -0.164, -9.804
1189816.81427, 3,  -0.178,  0.169,-12.973, 82,   0.024,  0.358, -0.308, 83,  -0.163, -0.154, -9.804
1189816.83441, 3,  -0.174,  0.188,-12.916, 4,   0.001,  0.001, -0.001, 5,  28.302,-34.897, 63.728, 82,   0.050,  0.378, -0.252, 83,  -0.162, -0.144, -9.804
1189816.85456, 3,  -0.188,  0.178,-12.860, 4,   0.002,  0.001, -0.000, 5,  28.622,-34.184, 64.445, 82,   0.002,  0.355, -0.167, 83,  -0.161, -0.135, -9.804
1189816.87470, 3,  -0.157,  0.172,-12.867, 4,   0.002, -0.000, -0.001, 5,  28.459,-33.371, 65.555, 82,   0.055,  0.339, -0.155, 83,  -0.160, -0.127, -9.805
1189816.89484, 3,  -0.173,  0.173,-12.901, 4,   0.002,  0.001,  0.001, 5,  28.554,-33.530, 65.463, 82,   0.037,  0.321, -0.184, 83,  -0.159, -0.118, -9.805
1189816.91498, 3,  -0.175,  0.182,-12.939, 4,   0.001, -0.001, -0.001, 5,  29.420,-34.949, 64.357, 82,   0.024,  0.324, -0.206, 83,  -0.158, -0.110, -9.805
1189816.93512, 3,  -0.187,  0.180,-12.958, 4,   0.001,  0.002, -0.000, 5,  28.806,-33.717, 62.854, 82,   0.037,  0.313, -0.247, 83,  -0.156, -0.101, -9.805
1189816.95526, 3,  -0.197,  0.159,-12.897, 4,   0.002,  0.002, -0.001, 5,  28.658,-33.865, 62.903, 82,  -0.015,  0.299, -0.211, 83,  -0.157, -0.094, -9.805
1189816.97540, 3,  -0.188,  0.147,-12.864, 4,   0.002,  0.001,  0.000, 5,  27.710,-34.988, 63.362, 82,   0.036,  0.246, -0.101, 83,  -0.155, -0.088, -9.805
1189816.99555, 3,  -0.193,  0.165,-12.919, 4,   0.001,  0.001,  0.002, 5,  27.423,-36.137, 64.204, 82,  -0.016,  0.272, -0.166, 83,  -0.156, -0.081, -9.805
1189817.01569, 3,  -0.179,  0.165,-12.935, 4,   0.002,  0.000, -0.001, 5,  27.490,-36.002, 64.005, 82,   0.047,  0.257, -0.195, 83,  -0.154, -0.074, -9.805
1189817.03583, 3,  -0.180,  0.177,-12.941, 4,   0.003, -0.000, -0.001, 5,  27.954,-35.335, 63.083, 82,  -0.017,  0.260, -0.175, 83,  -0.155, -0.068, -9.805
1189817.05597, 3,  -0.159,  0.170,-12.947, 4,   0.002, -0.000, -0.002, 5,  28.633,-34.927, 62.686, 82,   0.062,  0.261, -0.199, 83,  -0.153, -0.061, -9.805
1189817.07611, 3,  -0.191,  0.172,-12.949, 4,   0.001,  0.001, -0.001, 5,  28.720,-34.840, 63.112, 82,   0.016,  0.230, -0.172, 83,  -0.152, -0.055, -9.805
1189817.09625, 3,  -0.194,  0.192,-12.931, 4,   0.003,  0.001, -0.002, 5,  28.851,-34.540, 64.088, 82,  -0.001,  0.251, -0.191, 83,  -0.152, -0.049, -9.805
1189817.11640, 3,  -0.167,  0.196,-12.936, 4,   0.002,  0.000, -0.001, 5,  28.459,-34.409, 63.191, 82,   0.008,  0.252, -0.127, 83,  -0.152, -0.043, -9.805
1189817.13654, 3,  -0.179,  0.173,-12.920, 4,   0.002, -0.000, -0.000, 5,  28.041,-34.641, 63.419, 82,   0.049,  0.244, -0.183, 83,  -0.150, -0.037, -9.805
1189817.15668, 3,  -0.184,  0.171,-12.889, 4,   0.001,  0.001, -0.001, 5,  27.258,-35.019, 63.887, 82,  -0.011,  0.195, -0.099, 83,  -0.150, -0.032, -9.805
1189817.17682, 3,  -0.181,  0.205,-12.909, 4,   0.001,  0.002, -0.001, 5,  28.114,-34.409, 63.530, 82,   0.026,  0.218, -0.105, 83,  -0.149, -0.026, -9.805
1189817.19696, 3,  -0.157,  0.207,-12.911, 4,   0.002,  0.001, -0.001, 5,  27.711,-34.467, 63.698, 82,   0.004,  0.246, -0.126, 83,  -0.149, -0.020, -9.806
1189817.21710, 3,  -0.147,  0.203,-12.930, 4,   0.003,  0.001, -0.001, 5,  27.325,-34.763, 63.623, 82,   0.057,  0.218, -0.108, 83,  -0.147, -0.015, -9.806
1189817.23725, 3,  -0.166,  0.209,-12.908, 4,   0.003,  0.001, -0.000, 5,  28.114,-35.100, 62.854, 82,   0.036,  0.218, -0.144, 83,  -0.146, -0.010, -9.806
1189817.25739, 3,  -0.187,  0.204,-12.842, 4,   0.002, -0.000,  0.000, 5,  27.850,-34.444, 63.112, 82,   0.017,  0.216, -0.082, 83,  -0.145, -0.004, -9.806
1189817.27753, 3,  -0.201,  0.182,-12.899, 4,   0.002,  0.001, -0.000, 5,  27.817,-33.899, 62.758, 82,  -0.005,  0.200, -0.014, 83,  -0.145,  0.001, -9.806
1189817.29767, 3,  -0.199,  0.188,-12.942, 4,   0.002,  0.001,  0.000, 5,  28.459,-34.755, 61.504, 82,  -0.014,  0.166, -0.129, 83,  -0.145,  0.005, -9.806
1189817.31781, 3,  -0.190,  0.199,-12.984, 4,   0.002,  0.002, -0.001, 5,  28.233,-34.380, 61.871, 82,  -0.007,  0.184, -0.129, 83,  -0.145,  0.009, -9.806
1189817.33795, 3,  -0.177,  0.152,-12.914, 4,   0.002,  0.002, -0.001, 5,  28.468,-34.721, 63.013, 82,   0.002,  0.183, -0.183, 83,  -0.145,  0.014, -9.806
1189817.35810, 3,  -0.173,  0.158,-12.942, 4,   0.002,  0.002, -0.001, 5,  29.150,-35.791, 63.867, 82,   0.015,  0.111, -0.054, 83,  -0.144,  0.016, -9.806
1189817.37824, 3,  -0.184,  0.168,-12.931, 4,   0.001,  0.001, -0.001, 5,  28.580,-34.895, 63.788, 82,   0.014,  0.142, -0.138, 83,  -0.143,  0.020, -9.806
1189817.39838, 3,  -0.184,  0.175,-12.938, 4,   0.001,  0.001, -0.003, 5,  28.020,-33.810, 63.463, 82,  -0.000,  0.138, -0.089, 83,  -0.143,  0.023, -9.806
1189817.41852, 3,  -0.164,  0.162,-13.006, 4,   0.001,  0.001, -0.002, 5,  28.114,-33.717, 63.191, 82,   0.004,  0.142, -0.109, 83,  -0.143,  0.026, -9.806
1189817.43866, 3,  -0.168,  0.169,-12.955, 4,   0.001,  0.001, -0.001, 5,  28.848,-34.453, 63.371, 82,   0.027,  0.120, -0.184, 83,  -0.142,  0.029, -9.806
1189817.45880, 3,  -0.202,  0.178,-12.903, 4,   0.001,  0.001, -0.001, 5,  29.137,-35.100, 63.530, 82,   0.014,  0.130, -0.093, 83,  -0.141,  0.033, -9.806
1189817.47894, 3,  -0.178,  0.161,-12.912, 4,   0.001,  0.001, -0.002, 5,  28.806,-35.100, 63.530, 82,  -0.023,  0.132, -0.051, 83,  -0.142,  0.036, -9.806
1189817.49909, 3,  -0.186,  0.177,-12.901, 4,   0.001,  0.001, -0.002, 5,  29.105,-35.001, 63.823, 82,   0.016,  0.105, -0.070, 83,  -0.141,  0.039, -9.806
1189817.51923, 3,  -0.188,  0.160,-12.934, 4,   0.001, -0.001, -0.001, 5,  28.433,-34.435, 63.361, 82,  -0.005,  0.127, -0.049, 83,  -0.141,  0.042, -9.806
1189817.53937, 3,  -0.159,  0.162,-12.910, 4,   0.001,  0.001, -0.001, 5,  27.768,-34.064, 62.854, 82,  -0.002,  0.098, -0.089, 83,  -0.141,  0.044, -9.806
