                                                            
                                                            
                                                            
1+186+381   3   -5   4   -12                                                
1+186+381   3   -4   5   -12                                                
1+186+381   3   -4   4   -12                                                
1+186+381   3   -5   4   -11                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -10                                                
1+186+381   3   -5   4   -11                                                
1+186+381   3   -5   4   -11                                                
1+186+381   3   -5   4   -11                                                
1+186+381   3   -5   4   -11                                                
1+186+382   3   -4.564   3.556   -8.071   4   -0.311   -0.232   -0.127   5   29.417   -38.742   24.919   82   -0.528   -0.067   0.099   83   -4   4   -8
1+186+382   3   -4.349   3.450   -7.781   4   -0.335   -0.198   -0.100   5   29.237   -38.652   25.096   82   -0.265   -0.216   0.346   83   -4   4   -8
1+186+382   3   -4.099   3.548   -7.792   4   -0.314   -0.093   -0.010   5   28.825   -38.098   25.400   82   0.000   -0.165   0.307   83   -4   4   -8
1+186+382   3   -4.638   3.763   -8.358   4   -0.308   0.011   0.070   5   29.073   -37.360   24.919   82   -0.536   -0.002   -0.285   83   -4   4   -8
1+186+382   3   -4.341   3.872   -8.091   4   -0.327   -0.010   0.115   5   29.124   -37.306   24.660   82   -0.235   0.046   -0.049   83   -4   4   -8
1+186+382   3   -4.348   3.782   -7.872   4   -0.348   -0.171   0.057   5   29.301   -37.357   23.688   82   -0.206   -0.100   0.124   83   -4   4   -8
1+186+382   3   -3.957   3.729   -7.536   4   -0.310   -0.310   -0.051   5   29.417   -37.704   22.894   82   0.240   -0.194   0.412   83   -4   4   -8
1+186+382   3   -4.040   3.517   -7.489   4   -0.217   -0.291   -0.126   5   29.599   -38.132   23.311   82   0.212   -0.423   0.421   83   -4   4   -8
1+186+382   3   -3.898   3.381   -7.202   4   -0.147   -0.122   -0.087   5   30.060   -39.413   23.590   82   0.374   -0.569   0.692   83   -4   4   -8
1+186+382   3   -4.401   3.490   -7.745   4   -0.092   0.110   0.035   5   30.283   -40.297   22.725   82   -0.146   -0.467   0.154   83   -4   4   -8
1+186+382   3   -4.549   4.070   -8.995   4   -0.090   0.136   0.163   5   29.852   -40.442   22.865   82   -0.329   0.092   -1.087   83   -4   4   -8
1+186+382   3   -3.896   4.614   -8.135   4   -0.231   -0.106   0.116   5   29.468   -39.822   22.699   82   0.324   0.578   -0.256   83   -4   4   -8
1+186+382   3   -3.983   4.212   -8.194   4   -0.308   -0.335   -0.088   5   29.764   -38.742   22.218   82   0.297   0.132   -0.371   83   -4   4   -8
1+186+382   3   -4.082   3.854   -7.850   4   -0.294   -0.388   -0.189   5   29.353   -38.879   21.953   82   0.258   -0.249   -0.072   83   -4   4   -8
1+186+382   3   -4.405   3.701   -7.395   4   -0.346   -0.229   -0.115   5   29.979   -39.172   21.463   82   -0.016   -0.439   0.336   83   -4   4   -8
1+186+382   3   -4.568   3.765   -7.645   4   -0.352   -0.071   0.005   5   31.319   -39.261   21.376   82   -0.163   -0.421   0.052   83   -4   4   -8
1+186+382   3   -4.248   4.115   -7.988   4   -0.366   -0.084   0.071   5   30.779   -39.261   21.553   82   0.158   -0.129   -0.323   83   -4   4   -8
1+186+382   3   -4.035   4.071   -7.455   4   -0.439   -0.219   0.012   5   30.563   -39.355   20.345   82   0.397   -0.238   0.158   83   -4   4   -8
1+186+382   3   -4.462   3.784   -7.212   4   -0.464   -0.297   -0.060   5   30.801   -39.433   19.182   82   0.024   -0.583   0.336   83   -4   4   -8
1+186+382   3   -4.109   3.806   -7.024   4   -0.417   -0.271   -0.042   5   30.307   -38.940   19.472   82   0.421   -0.615   0.466   83   -5   4   -7
1+186+382   3   -4.279   3.900   -6.878   4   -0.322   -0.194   -0.031   5   30.356   -38.991   19.278   82   0.285   -0.562   0.567   83   -5   4   -7
1+186+382   3   -4.968   3.744   -6.930   4   -0.194   -0.086   -0.011   5   30.627   -39.261   19.012   82   -0.375   -0.739   0.485   83   -5   4   -7
1+186+382   3   -4.454   3.974   -7.203   4   -0.095   0.011   0.079   5   30.952   -40.239   18.907   82   0.135   -0.524   0.205   83   -5   4   -7
1+186+382   3   -4.210   4.317   -7.332   4   -0.050   0.051   0.114   5   31.035   -40.485   18.736   82   0.357   -0.198   0.079   83   -5   5   -7
1+186+382   3   -4.236   4.256   -7.196   4   -0.028   0.053   0.058   5   30.974   -40.297   18.675   82   0.315   -0.269   0.219   83   -5   5   -7
1+186+382   3   -4.711   4.134   -7.497   4   0.005   0.047   0.021   5   30.974   -40.297   18.443   82   -0.166   -0.387   -0.076   83   -5   5   -7
1+186+382   3   -4.354   4.237   -7.489   4   0.001   0.040   0.042   5   30.974   -40.540   18.338   82   0.180   -0.282   -0.060   83   -5   5   -7
1+186+382   3   -4.501   4.139   -7.258   4   0.007   0.028   0.030   5   30.974   -40.643   18.338   82   0.027   -0.379   0.175   83   -5   5   -7
1+186+382   3   -4.443   3.975   -7.203   4   0.069   0.031   0.014   5   29.718   -40.895   18.094   82   0.082   -0.532   0.239   83   -5   5   -7
1+186+382   3   -4.697   4.213   -7.848   4   0.124   0.050   0.061   5   30.272   -39.705   18.503   82   -0.182   -0.274   -0.388   83   -5   4   -7
1+186+382   3   -4.146   4.505   -7.852   4   0.100   0.033   0.074   5   30.627   -39.261   18.675   82   0.350   0.028   -0.375   83   -4   4   -7
1+186+382   3   -4.353   4.359   -7.957   4   0.084   -0.022   0.011   5   31.439   -39.531   18.939   82   0.137   -0.105   -0.468   83   -4   4   -7
1+186+382   3   -4.430   4.139   -7.556   4   0.046   -0.044   -0.007   5   30.701   -40.019   18.341   82   0.066   -0.311   -0.063   83   -4   4   -7
1+186+382   3   -4.247   4.140   -7.533   4   0.037   0.006   0.035   5   30.455   -40.125   18.169   82   0.247   -0.303   -0.034   83   -4   4   -7
1+186+382   3   -4.711   4.285   -7.981   4   0.030   0.042   0.097   5   30.597   -39.694   18.030   82   -0.227   -0.155   -0.474   83   -4   4   -8
1+186+382   3   -4.164   4.543   -7.946   4   -0.079   -0.017   0.129   5   30.479   -39.459   19.594   82   0.302   0.088   -0.438   83   -4   4   -8
1+186+382   3   -3.685   4.492   -7.429   4   -0.117   -0.090   0.029   5   30.455   -39.433   19.856   82   0.768   0.009   0.071   83   -4   4   -8
1+186+382   3   -4.056   3.912   -7.043   4   -0.082   -0.080   -0.095   5   31.064   -40.961   19.261   82   0.413   -0.576   0.444   83   -4   4   -7
1+186+382   3   -4.781   3.700   -7.093   4   -0.014   0.029   -0.007   5   30.367   -41.008   20.247   82   -0.291   -0.775   0.389   83   -4   4   -7
1+186+382   3   -4.088   4.406   -7.541   4   0.018   0.090   0.115   5   30.283   -40.990   20.363   82   0.378   -0.074   -0.047   83   -4   4   -7
1+186+382   3   -3.827   4.542   -7.405   4   0.014   0.064   0.019   5   30.724   -41.432   19.069   82   0.608   0.053   0.102   83   -4   4   -8
1+186+383   3   -5.052   4.146   -7.527   4   0.030   0.082   -0.024   5   29.489   -41.180   18.524   82   -0.610   -0.328   -0.015   83   -4   4   -8
1+186+383   3   -4.546   4.251   -7.562   4   -0.018   0.134   0.126   5   29.417   -41.162   18.506   82   -0.122   -0.221   -0.039   83   -4   4   -8
1+186+383   3   -4.228   4.339   -7.242   4   -0.039   0.060   0.087   5   29.247   -39.967   19.675   82   0.161   -0.151   0.291   83   -4   4   -8
1+186+383   3   -4.475   3.964   -7.114   4   0.045   0.006   -0.045   5   28.726   -40.471   18.845   82   -0.083   -0.505   0.430   83   -4   4   -8
1+186+383   3   -4.412   3.914   -7.061   4   0.103   0.112   -0.012   5   28.804   -40.520   18.861   82   -0.044   -0.533   0.509   83   -4   4   -8
1+186+383   3   -4.194   4.179   -7.337   4   0.156   0.270   0.124   5   31.252   -41.893   19.337   82   0.114   -0.253   0.277   83   -4   4   -8
1+186+383   3   -3.293   4.367   -7.195   4   0.221   0.356   0.221   5   29.591   -38.570   19.012   82   0.923   -0.053   0.477   83   -4   4   -8
1+186+383   3   -2.761   3.927   -6.602   4   0.294   0.426   0.186   5   29.628   -38.783   19.051   82   1.357   -0.455   1.144   83   -4   4   -8
1+186+383   3   -2.110   3.374   -5.728   4   0.431   0.639   0.092   5   30.092   -41.397   19.504   82   1.865   -0.941   2.130   83   -4   4   -8
1+186+383   3   -1.001   2.695   -4.844   4   0.667   1.145   0.112   5   29.936   -40.297   19.350   82   2.718   -1.511   3.196   83   -4   4   -8
1+186+383   3   -0.328   2.039   -4.848   4   1.029   1.913   0.254   5   29.807   -40.254   19.646   82   2.989   -1.995   3.452   83   -3   4   -8
1+186+383   3   -0.216   1.669   -5.705   4   1.498   2.744   0.356   5   28.996   -40.002   22.192   82   2.545   -2.109   2.913   83   -2.761   4   -9
1+186+383   3   -0.076   1.753   -6.727   4   1.944   3.490   0.451   5   29.591   -40.297   25.089   82   1.986   -1.692   2.220   83   -2.062   3   -9
1+186+383   3   0.336   1.977   -8.124   4   2.275   4.014   0.628   5   29.034   -39.989   25.391   82   1.599   -1.069   1.112   83   -1   3   -9
1+186+383   3   0.651   1.798   -9.037   4   2.546   4.217   0.766   5   25.748   -38.466   28.238   82   1.065   -0.778   0.416   83   0   2.576   -9
1+186+383   3   0.673   1.560   -9.415   4   2.687   4.105   0.817   5   22.850   -38.051   34.032   82   0.275   -0.507   0.163   83   0   2.067   -10
1+186+383   3   0.520   1.458   -10.330   4   2.759   3.851   0.834   5   21.555   -37.621   34.683   82   -0.628   -0.069   -0.711   83   1   1.527   -10
1+186+383   3   0.346   1.647   -12.092   4   2.769   3.490   0.880   5   15.932   -35.272   38.084   82   -1.446   0.657   -2.502   83   2   0.99   -10
1+186+383   3   -1.166   2.664   -14.866   4   2.554   2.864   0.937   5   12.132   -32.520   41.794   82   -3.432   2.151   -5.339   83   2   0.513   -10
1+186+383   3   -1.283   3.736   -15.504   4   1.940   1.756   0.845   5   11.021   -31.700   42.596   82   -3.771   3.552   -6.020   83   2   0.184   -9
1+186+383   3   0.859   3.410   -14.329   4   1.041   0.184   0.461   5   6.975   -29.222   45.316   82   -1.580   3.371   -4.830   83   2   0.039   -9
1+186+383   3   1.430   1.864   -11.960   4   0.210   -1.195   -0.175   5   4.181   -28.371   46.857   82   -0.749   1.811   -2.399   83   2   0.053   -10
1+186+383   3   -0.017   -0.478   -9.662   4   -0.297   -1.837   -0.600   5   4.732   -28.065   46.797   82   -1.814   -0.616   -0.022   83   2   0.138   -10
1+186+383   3   0.629   -1.483   -7.949   4   -0.326   -1.612   -0.325   5   6.454   -27.628   46.805   82   -0.874   -1.667   1.740   83   2   0.184   -10
1+186+383   3   1.640   0.423   -9.484   4   -0.005   -0.914   0.326   5   7.811   -27.852   47.026   82   0.289   0.258   0.228   83   1   0.165   -10
1+186+383   3   0.137   1.242   -11.864   4   0.348   -0.318   0.521   5   8.606   -27.588   47.026   82   -1.149   1.151   -2.142   83   1   0.091   -10
1+186+383   3   -1.315   1.097   -13.420   4   0.394   -0.148   0.414   5   9.756   -27.678   47.279   82   -2.540   1.083   -3.690   83   1.225   0.014   -10
1+186+383   3   -2.477   0.564   -12.368   4   0.037   -0.229   0.471   5   9.540   -28.543   47.701   82   -3.625   0.549   -2.629   83   1.148   0.015   -10
1+186+383   3   -1.841   1.263   -13.137   4   -0.334   -0.236   0.813   5   9.915   -28.319   47.774   82   -2.914   1.192   -3.389   83   1.073   0.071   -10
1+186+383   3   -0.447   2.552   -13.407   4   -0.328   -0.362   1.052   5   10.718   -28.026   47.716   82   -1.433   2.419   -3.651   83   0.986   0.133   -10
1+186+383   3   0.006   2.445   -13.623   4   -0.324   -0.601   0.839   5   11.096   -28.026   47.531   82   -0.854   2.246   -3.856   83   0.86   0.199   -10
1+186+383   3   -1.167   1.963   -11.948   4   -0.375   -0.739   0.495   5   10.841   -28.790   47.118   82   -1.869   1.686   -2.170   83   0.702   0.277   -10
1+186+383   3   -0.855   1.951   -11.761   4   -0.300   -0.617   0.500   5   11.191   -29.494   47.459   82   -1.426   1.609   -1.977   83   0.571   0.342   -10
1+186+383   3   1.285   2.200   -11.922   4   -0.111   -0.372   0.682   5   11.787   -29.408   48.207   82   0.777   1.829   -2.136   83   0.508   0.371   -10
1+186+383   3   2.605   2.726   -11.257   4   -0.016   -0.162   0.571   5   13.045   -30.087   47.925   82   2.108   2.338   -1.471   83   0.497   0.388   -10
1+186+383   3   1.853   2.583   -10.652   4   0.091   -0.012   0.119   5   14.825   -31.015   48.280   82   1.348   2.194   -0.866   83   0.505   0.389   -10
1+186+383   3   -0.931   2.144   -10.937   4   0.295   -0.018   -0.278   5   15.417   -31.310   48.712   82   -1.420   1.792   -1.149   83   0.489   0.352   -10
1+186+383   3   -2.697   2.258   -12.268   4   0.337   -0.234   -0.421   5   14.496   -32.027   49.213   82   -3.117   1.954   -2.475   83   0.42   0.304   -10
1+186+383   3   -2.103   2.532   -10.912   4   0.023   -0.412   -0.278   5   14.807   -32.416   48.837   82   -2.423   2.222   -1.115   83   0.32   0.31   -10
1+186+383   3   -1.961   1.244   -9.057   4   -0.266   -0.349   0.117   5   15.417   -32.347   48.375   82   -2.194   0.881   0.740   83   0.233   0.363   -10
1+186+383   3   -0.859   0.361   -7.436   4   -0.150   -0.052   0.472   5   16.882   -32.010   48.926   82   -1.066   -0.038   2.360   83   0.207   0.399   -10
1+186+383   3   -1.576   0.323   -7.824   4   0.321   -0.060   0.595   5   16.280   -32.521   50.121   82   -1.769   -0.030   1.974   83   0.193   0.353   -10
1+186+383   3   -3.307   0.252   -9.475   4   0.636   -0.107   0.705   5   15.590   -32.864   50.569   82   -3.456   0.019   0.328   83   0.149   0.233   -10
1+186+383   3   -1.891   1.950   -10.893   4   0.699   -0.160   1.101   5   16.789   -33.347   51.273   82   -2.001   1.841   -1.088   83   0.11   0.109   -10
1+186+383   3   -0.368   2.630   -11.895   4   0.553   -0.356   1.156   5   17.824   -32.545   51.581   82   -0.420   2.618   -2.088   83   0.052   0.012   -10
1+186+383   3   0.442   2.669   -11.361   4   0.314   -0.466   0.697   5   18.010   -32.173   51.581   82   0.476   2.711   -1.555   83   -0.034   -0.042   -10
1+186+383   3   -0.010   1.726   -10.340   4   0.119   -0.336   0.222   5   17.880   -34.367   52.211   82   0.098   1.786   -0.534   83   -0.108   -0.06   -10
1+186+383   3   -1.203   0.467   -10.708   4   0.073   -0.055   0.093   5   18.365   -35.907   53.976   82   -1.061   0.537   -0.903   83   -0.142   -0.07   -10
1+186+383   3   -1.534   0.220   -10.344   4   0.079   -0.140   0.313   5   18.529   -36.150   54.451   82   -1.366   0.302   -0.539   83   -0.168   -0.082   -10
1+186+384   3   -0.745   1.341   -7.614   4   0.136   -0.216   0.394   5   19.533   -36.581   53.751   82   -0.534   1.433   2.190   83   -0.211   -0.092   -10
1+186+384   3   -0.604   1.535   -13.806   4   0.786   0.099   0.185   5   19.312   -36.526   52.359   82   -0.385   1.721   -4.004   83   -0.219   -0.186   -10
1+186+384   3   -0.488   0.360   -12.762   4   1.165   0.274   0.042   5   19.220   -36.494   52.087   82   -0.312   0.746   -2.965   83   -0.176   -0.386   -10
1+186+384   3   -0.966   2.999   -17.297   4   0.623   1.100   0.091   5   19.957   -38.414   54.536   82   -0.931   3.526   -7.505   83   -0.035   -0.527   -10
1+186+384   3   0.666   -0.683   -14.590   4   -0.361   -0.055   -0.022   5   22.037   -36.789   54.518   82   0.601   -0.154   -4.798   83   0.065   -0.529   -10
1+186+384   3   -2.163   -1.474   -11.650   4   -0.049   -0.198   -0.180   5   22.331   -36.494   54.451   82   -2.170   -0.986   -1.855   83   0.007   -0.488   -10
1+186+384   3   -0.930   1.560   -9.466   4   0.067   0.126   0.124   5   22.176   -37.895   55.515   82   -0.928   2.043   0.329   83   -0.002   -0.483   -10
1+186+384   3   -0.880   1.151   -10.083   4   0.087   0.259   0.104   5   21.359   -37.892   56.723   82   -0.912   1.639   -0.289   83   0.032   -0.488   -10
1+186+384   3   -0.498   1.097   -8.187   4   0.134   0.212   0.130   5   21.294   -37.878   56.813   82   -0.572   1.597   1.607   83   0.074   -0.5   -10
1+186+384   3   -0.687   0.581   -10.096   4   0.307   0.257   0.210   5   21.294   -39.201   56.491   82   -0.799   1.117   -0.305   83   0.112   -0.536   -10
1+186+384   3   -0.631   0.515   -11.366   4   0.356   0.302   0.192   5   20.108   -38.371   57.056   82   -0.798   1.118   -1.579   83   0.167   -1   -10
1+186+384   3   -1.038   0.426   -6.747   4   0.405   0.047   0.149   5   19.911   -38.223   57.150   82   -1.173   1.203   3.028   83   0.135   -0.777   -10
1+186+384   3   -0.710   -0.181   -15.774   4   0.873   -0.526   0.070   5   19.580   -40.637   56.483   82   -0.832   0.772   -6.015   83   0.122   -0.953   -10
1+186+384   3   0.401   1.197   -9.768   4   0.992   0.473   0.200   5   21.294   -39.952   57.150   82   0.225   2.212   -0.016   83   0.176   -1.015   -10
1+186+384   3   -0.858   0.171   -9.305   4   -0.244   0.081   -0.008   5   21.317   -39.899   57.219   82   -1.043   1.134   0.453   83   0.185   -0.963   -10
1+186+384   3   -0.704   0.349   -9.592   4   -0.214   0.082   -0.039   5   21.800   -38.754   58.658   82   -0.908   1.277   0.168   83   0.204   -0.928   -10
1+186+384   3   0.081   0.635   -10.119   4   -0.038   0.185   0.036   5   21.640   -38.914   58.501   82   -0.162   1.557   -0.359   83   0.243   -0.922   -10
1+186+384   3   0.194   0.211   -8.702   4   0.087   0.234   0.033   5   21.588   -39.035   58.484   82   -0.093   1.149   1.055   83   0.287   -0.938   -10
1+186+384   3   0.595   0.728   -12.674   4   0.120   0.282   -0.097   5   21.074   -39.891   58.469   82   0.227   1.654   -2.918   83   0.368   -0.926   -10
1+186+384   3   -0.890   0.550   -10.479   4   -0.145   0.480   -0.104   5   20.775   -38.396   59.344   82   -1.307   1.448   -0.723   83   0.417   -0.898   -10
1+186+384   3   -0.200   0.428   -10.472   4   -0.015   0.018   -0.202   5   20.825   -38.498   59.198   82   -0.620   1.314   -0.715   83   0.42   -0.886   -10
1+186+384   3   -0.844   -0.196   -10.104   4   -0.004   0.001   -0.182   5   21.201   -39.169   58.411   82   -1.258   0.685   -0.346   83   0.414   -0.881   -10
1+186+384   3   -0.877   0.415   -10.214   4   0.004   -0.012   -0.131   5   21.985   -39.952   59.175   82   -1.282   1.288   -0.455   83   0.405   -0.873   -10
1+186+384   3   -0.340   0.373   -10.181   4   0.008   -0.009   0.010   5   21.707   -39.883   59.041   82   -0.741   1.240   -0.421   83   0.401   -0.867   -10
1+186+384   3   -0.212   0.397   -10.190   4   -0.005   0.015   0.002   5   20.413   -39.719   58.464   82   -0.612   1.255   -0.429   83   0.4   -0.858   -10
1+186+384   3   -0.228   0.437   -10.127   4   -0.004   0.010   -0.002   5   19.739   -40.125   58.331   82   -0.625   1.288   -0.365   83   0.397   -0.851   -10
1+186+384   3   -0.316   0.367   -10.179   4   0.005   -0.011   -0.001   5   19.957   -39.906   58.887   82   -0.707   1.212   -0.417   83   0.391   -0.845   -10
1+186+384   3   -0.230   0.430   -10.198   4   0.005   -0.013   -0.001   5   20.892   -39.552   59.770   82   -0.615   1.268   -0.435   83   0.385   -0.838   -10
1+186+384   3   -0.293   0.418   -10.233   4   0.000   -0.003   -0.001   5   21.640   -40.297   57.825   82   -0.674   1.249   -0.469   83   0.381   -0.831   -10
1+186+384   3   -0.258   0.405   -10.224   4   0.000   -0.001   -0.001   5   21.692   -40.036   58.081   82   -0.635   1.229   -0.459   83   0.377   -0.824   -9.765
1+186+384   3   -0.244   0.396   -10.197   4   0.001   -0.001   -0.001   5   21.533   -39.824   58.942   82   -0.614   1.207   -0.431   83   0.37   -0.811   -10
1+186+384   3   -0.298   0.367   -10.236   4   0.001   -0.001   -0.001   5   20.949   -40.643   59.512   82   -0.664   1.171   -0.469   83   0.366   -0.804   -10
1+186+384   3   0.000   0.000   0.000   4   0.000   -0.001   -0.002   5   21.068   -40.643   59.630                        
1+186+384   3   -0.285   0.414   -10.140   4   0.001   -0.001   -0.001   5   21.233   -40.340   59.792   82   -0.647   1.212   -0.373   83   0.362   -0.798   -10
1+186+384   3   -0.269   0.409   -10.198   4   0.001   -0.002   -0.001   5   21.121   -39.780   59.682   82   -0.628   1.200   -0.430   83   0.359   -0.791   -10
1+186+384   3   -0.281   0.387   -10.174   4   -0.001   -0.002   -0.002   5   20.908   -39.992   59.476   82   -0.636   1.172   -0.405   83   0.355   -0.785   -10
1+186+384   3   -0.244   0.359   -10.202   4   -0.001   -0.002   -0.001   5   20.995   -40.430   59.175   82   -0.595   1.138   -0.433   83   0.351   -0.779   -9.769
1+186+384   3   -0.280   0.383   -10.182   4   0.000   -0.001   -0.001   5   21.640   -40.643   59.175   82   -0.625   1.149   -0.411   83   0.345   -0.766   -10
1+186+384   3   -0.232   0.417   -10.163   4   0.000   0.000   -0.001   5   21.504   -40.509   59.175   82   -0.573   1.177   -0.392   83   0.341   -0.76   -10
1+186+384   3   0.000   0.000   0.000   4   0.001   -0.001   -0.001   5   20.796   -40.297   59.337                        
1+186+384   3   -0.266   0.345   -10.203   4   0.001   -0.002   -0.001   5   20.256   -40.297   59.512   82   -0.600   1.094   -0.431   83   0.334   -0.749   -9.772
1+186+384   3   -0.249   0.337   -10.135   4   0.000   -0.001   -0.001   5   20.256   -39.763   59.512   82   -0.580   1.080   -0.362   83   0.331   -0.743   -10
1+186+384   3   -0.264   0.343   -10.118   4   0.001   -0.001   -0.001   5   20.070   -39.447   59.512   82   -0.579   1.058   -0.343   83   0.315   -0.715   -10
1+186+384   3   0.000   0.000   0.000   4   0.001   -0.001   -0.001   5   19.911   -39.606   59.512                        
1+186+384   3   0.096   0.372   -10.244   4   0.001   0.003   -0.001   5   20.644   -39.606   59.334   82   -0.195   1.029   -0.464   83   0.291   -0.657   -10
1+186+384   3   -0.302   0.292   -10.275   4   -0.002   -0.001   -0.002   5   20.769   -38.873   58.868   82   -0.576   0.923   -0.493   83   0.274   -0.631   -10
1+186+384   3   -0.423   0.382   -9.976   4   0.000   -0.003   0.002   5   20.430   -38.396   58.669   82   -0.679   0.987   -0.191   83   0.256   -0.605   -10
1+186+384   3   -0.137   0.307   -10.168   4   0.001   -0.001   0.002   5   20.320   -38.721   59.618   82   -0.382   0.888   -0.382   83   0.245   -0.581   -10
1+186+384   3   -0.337   0.307   -10.010   4   0.002   -0.001   0.000   5   20.586   -40.349   59.436   82   -0.567   0.865   -0.222   83   0.23   -0.558   -10
1+186+384   3   -0.255   0.379   -10.088   4   0.000   -0.001   0.002   5   20.775   -41.162   59.007   82   -0.472   0.912   -0.298   83   0.217   -0.533   -10
1+186+385   3   -0.075   0.314   -10.125   4   0.000   -0.001   0.001   5   20.418   -39.384   59.819   82   -0.284   0.824   -0.334   83   0.209   -0.51   -10
1+186+385   3   -0.302   0.324   -10.019   4   0.000   0.000   -0.001   5   20.616   -38.690   59.837   82   -0.498   0.813   -0.226   83   0.196   -0.489   -10
1+186+385   3   -0.220   0.260   -10.181   4   0.000   0.000   -0.001   5   20.775   -38.742   59.682   82   -0.405   0.729   -0.387   83   0.185   -0.469   -10
1+186+385   3   -0.198   0.257   -10.054   4   0.001   0.000   -0.003   5   20.274   -39.493   59.926   82   -0.373   0.707   -0.259   83   0.175   -0.45   -10
1+186+385   3   -0.247   0.325   -9.979   4   0.001   -0.001   -0.001   5   19.832   -40.031   57.809   82   -0.411   0.755   -0.183   83   0.164   -0.43   -10
1+186+385   3   -0.058   0.315   -10.050   4   0.001   0.000   -0.001   5   19.739   -40.125   56.981   82   -0.216   0.725   -0.253   83   0.158   -0.41   -9.797
1+186+385   3   -0.243   0.319   -9.960   4   0.000   0.001   -0.002   5   20.276   -39.587   58.559   82   -0.390   0.710   -0.162   83   0.147   -0.391   -10
1+186+385   3   -0.278   0.258   -10.098   4   0.000   -0.001   0.000   5   20.293   -40.115   59.140   82   -0.414   0.632   -0.299   83   0.136   -0.374   -9.799
1+186+385   3   0.000   0.000   0.000   4   0.000   0.000   -0.001   5   20.256   -40.297   59.175                        
1+186+385   3   -0.195   0.227   -10.033   4   0.000   0.003   -0.001   5   20.970   -39.584   59.595   82   -0.316   0.571   -0.233   83   0.121   -0.344   -10
1+186+385   3   0.000   0.000   0.000   4   0.000   0.000   0.002   5   20.372   -38.985   58.368                        
1+186+385   3   -0.139   0.275   -10.078   4   0.001   -0.001   0.001   5   20.256   -38.914   58.163   82   -0.253   0.603   -0.278   83   0.114   -0.328   -10
1+186+385   3   -0.224   0.249   -9.997   4   -0.001   0.000   0.000   5   21.164   -40.733   59.641   82   -0.322   0.546   -0.195   83   0.098   -0.297   -10
1+186+385   3   -0.190   0.234   -9.989   4   0.001   0.002   -0.001   5   21.294   -40.367   58.026   82   -0.281   0.517   -0.187   83   0.091   -0.283   -10
1+186+385   3   -0.151   0.245   -10.029   4   0.000   0.000   -0.001   5   21.294   -40.297   57.825   82   -0.235   0.514   -0.226   83   0.084   -0.269   -10
